id,travel_date,line_name,direction,passengers,sales_amount,sales_count,refund_count,refund_amount,seats,train_operations,inserted_at,updated_at
1941,2021-01-08,중앙선,상행,1023,21075300,1039,363,5150600,2667,7,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
1942,2021-01-08,중앙선,하행,939,20448900,1013,351,5342700,2667,7,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
1943,2021-01-08,호남선,상행,8193,481188400,9468,4765,175729800,18705,28,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
1944,2021-01-08,호남선,하행,7921,472639400,9486,4838,176680800,19281,28,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
1945,2021-01-09,강릉선,상행,2423,71803100,2611,949,20040500,11480,28,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
1946,2021-01-09,강릉선,하행,3075,93480900,3423,1371,27808800,11480,28,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
1947,2021-01-09,경부선,상행,15216,725099000,15400,5953,198535300,57861,63,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
1948,2021-01-09,경부선,하행,16864,812902000,16110,6430,224220800,55951,61,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
1949,2021-01-09,경전선,상행,3494,168007800,3767,1453,49186000,9613,16,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
1950,2021-01-09,경전선,하행,3913,192502500,4235,1681,56997200,9613,16,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
1951,2021-01-09,구동해선,상행,2754,120477100,2913,1065,31286700,7096,14,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
1952,2021-01-09,구동해선,하행,2707,120090600,2918,1080,34205000,7065,14,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
1953,2021-01-09,전라선,상행,4195,193547400,4684,1947,64376100,10852,18,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
1954,2021-01-09,전라선,하행,4705,223773300,5390,2355,79149400,10852,18,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
1955,2021-01-09,중앙선,상행,1086,24444600,1131,414,7496900,3048,8,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
1956,2021-01-09,중앙선,하행,1214,27438800,1282,495,8358800,3048,8,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
1957,2021-01-09,호남선,상행,5657,317470200,6382,2713,106602200,18736,28,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
1958,2021-01-09,호남선,하행,6071,350311500,6897,3080,119850300,19281,28,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
1959,2021-01-10,강릉선,상행,3508,112402400,3947,1557,34628900,11480,28,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
1960,2021-01-10,강릉선,하행,2429,69324500,2578,832,15156400,11070,27,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
1961,2021-01-10,경부선,상행,19021,997652200,19500,7597,276728400,56906,62,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
1962,2021-01-10,경부선,하행,17198,798767000,16166,5722,190431000,54996,60,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
1963,2021-01-10,경전선,상행,4645,235271000,5056,1914,66350900,9613,16,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
1964,2021-01-10,경전선,하행,3530,172640200,3836,1376,46337000,9582,16,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
1965,2021-01-10,구동해선,상행,3323,153401100,3549,1313,41002200,7096,14,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
1966,2021-01-10,구동해선,하행,2482,113032300,2649,935,28260000,7096,14,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
1967,2021-01-10,전라선,상행,5245,251716700,5964,2690,86478300,10852,18,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
1968,2021-01-10,전라선,하행,3761,177698400,4393,1771,56413800,10473,17,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
1969,2021-01-10,중앙선,상행,1241,27885800,1291,456,7954600,3048,8,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
1970,2021-01-10,중앙선,하행,1062,21716600,1052,350,5508200,3048,8,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
1971,2021-01-10,호남선,상행,6780,396668300,8060,3546,135382700,18736,28,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
1972,2021-01-10,호남선,하행,5964,322994500,6578,2636,95567700,19250,28,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
1973,2021-01-11,강릉선,상행,2389,65041600,2491,743,14629200,7380,18,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
1974,2021-01-11,강릉선,하행,2358,64238200,2350,695,13211800,7380,18,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
1975,2021-01-11,경부선,상행,17936,882114600,17367,5907,208419900,48081,54,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
1976,2021-01-11,경부선,하행,17132,852685900,15603,5507,203172000,47126,53,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
1977,2021-01-11,경전선,상행,3154,153730400,3155,1048,37127600,8035,12,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
1978,2021-01-11,경전선,하행,3649,179265400,3586,1193,42871500,8066,12,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
1979,2021-01-11,구동해선,상행,2867,127357400,2857,905,28660900,7034,14,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
1980,2021-01-11,구동해선,하행,3240,143935500,3263,1126,34600600,7034,14,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
1981,2021-01-11,전라선,상행,3531,157320300,3705,1323,42165800,9139,15,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
1982,2021-01-11,전라선,하행,4173,181804100,4405,1633,49581000,9108,15,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
1983,2021-01-11,중앙선,상행,885,17306500,847,218,3530600,2667,7,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
1984,2021-01-11,중앙선,하행,828,16096500,732,194,3454000,2667,7,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
1985,2021-01-11,호남선,상행,5862,295490400,6276,2147,76515300,17269,27,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
1986,2021-01-11,호남선,하행,6231,312735100,6558,2365,83201400,17300,27,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
1987,2021-01-12,강릉선,상행,2166,58705500,2075,614,13036200,7380,18,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
1988,2021-01-12,강릉선,하행,2247,62287800,2207,673,13071000,7380,18,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
1989,2021-01-12,경부선,상행,17201,825957600,15000,5179,186799900,47126,53,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
1990,2021-01-12,경부선,하행,17327,864728100,14058,5151,200647500,46171,52,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
1991,2021-01-12,경전선,상행,3586,179476000,3295,1122,43455400,8035,12,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
1992,2021-01-12,경전선,하행,3792,184029000,3293,1151,45564000,8004,12,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
1993,2021-01-12,구동해선,상행,3120,133165300,2847,963,29365200,7065,14,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
1994,2021-01-12,구동해선,하행,3228,139399100,2917,959,31322200,7065,14,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
1995,2021-01-12,전라선,상행,3876,170424400,3746,1353,45504700,9108,15,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
1996,2021-01-12,전라선,하행,3944,175512900,3890,1454,48175000,9139,15,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
1997,2021-01-12,중앙선,상행,874,16720100,798,211,3390200,2667,7,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
1998,2021-01-12,중앙선,하행,869,16972300,747,207,3530200,2667,7,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
1999,2021-01-12,호남선,상행,5827,294562400,5793,2108,78221300,17269,27,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
2000,2021-01-12,호남선,하행,6004,308066900,5656,2097,81707400,17331,27,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
2001,2021-01-13,강릉선,상행,2383,66320700,2335,674,14451000,7380,18,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
2002,2021-01-13,강릉선,하행,2437,68759700,2376,718,14430700,7380,18,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
2003,2021-01-13,경부선,상행,17923,884167900,15504,5647,213356200,47221,53,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
2004,2021-01-13,경부선,하행,17888,893483500,14664,5294,212606600,46266,52,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
2005,2021-01-13,경전선,상행,3704,198500700,3498,1240,52404100,8035,12,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
2006,2021-01-13,경전선,하행,3939,200357800,3538,1333,53377400,8035,12,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
2007,2021-01-13,구동해선,상행,3454,152854800,3140,1085,35855100,7096,14,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
2008,2021-01-13,구동해선,하행,3159,138215600,2991,1064,32859000,7127,14,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
2009,2021-01-13,전라선,상행,4056,179711200,4023,1546,49770600,9203,15,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
2010,2021-01-13,전라선,하행,4110,180656900,4085,1504,49231700,9203,15,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
2011,2021-01-13,중앙선,상행,935,18317000,873,218,3582700,2667,7,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
2012,2021-01-13,중앙선,하행,1015,19272800,815,229,3631300,2667,7,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
2013,2021-01-13,호남선,상행,6000,308465800,6051,2286,83892200,17331,27,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
2014,2021-01-13,호남선,하행,6186,319453300,6034,2320,86418700,17300,27,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
2015,2021-01-14,강릉선,상행,2563,73990100,2521,751,17194300,7380,18,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
2016,2021-01-14,강릉선,하행,2495,70147800,2442,756,15984400,7380,18,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
2017,2021-01-14,경부선,상행,19158,953392700,16750,5944,230070800,47190,53,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
2018,2021-01-14,경부선,하행,19583,992940700,16382,5936,234816800,46235,52,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
2019,2021-01-14,경전선,상행,3930,205756900,3810,1394,54394700,8004,12,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
2020,2021-01-14,경전선,하행,4061,206145100,3871,1355,53368700,8035,12,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
2021,2021-01-14,구동해선,상행,3725,170758800,3449,1256,41245400,7127,14,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
2022,2021-01-14,구동해선,하행,3491,157781900,3330,1120,38515500,7096,14,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
2023,2021-01-14,전라선,상행,4233,190159400,4182,1583,54480400,9203,15,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
2024,2021-01-14,전라선,하행,4260,193926400,4304,1647,56482800,9172,15,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
2025,2021-01-14,중앙선,상행,966,18629700,873,215,3620600,2667,7,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
2026,2021-01-14,중앙선,하행,979,18323300,819,196,3466000,2667,7,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
2027,2021-01-14,호남선,상행,6552,346340200,6676,2571,96484400,17269,27,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
2028,2021-01-14,호남선,하행,6643,340157300,6548,2402,92319500,17331,27,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
2029,2021-01-15,강릉선,상행,3622,103354900,3950,1328,24558600,10250,25,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
2030,2021-01-15,강릉선,하행,3857,117782800,4502,1756,32421300,10660,26,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
2031,2021-01-15,경부선,상행,26171,1368857100,26592,11428,400434800,56906,62,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
2032,2021-01-15,경부선,하행,28609,1550245700,29630,13235,465978300,54996,60,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
2033,2021-01-15,경전선,상행,5685,291720800,6240,2631,86389200,9551,16,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
2034,2021-01-15,경전선,하행,5561,272912500,6083,2633,81801500,9520,16,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
2035,2021-01-15,구동해선,상행,4438,206526700,4805,1971,59625300,7096,14,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
2036,2021-01-15,구동해선,하행,3817,178393500,4079,1713,53250400,7096,14,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
2037,2021-01-15,전라선,상행,5692,259237600,6436,2949,83979200,10094,16,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
2038,2021-01-15,전라선,하행,5127,234247500,5947,2652,75398400,10504,17,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
2039,2021-01-15,중앙선,상행,1135,22753300,1100,323,4941200,2667,7,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
2040,2021-01-15,중앙선,하행,1103,23703200,1183,380,6367400,2667,7,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
2041,2021-01-15,호남선,상행,8570,478335900,9909,4626,157625400,18800,28,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
2042,2021-01-15,호남선,하행,8525,477001300,9905,4484,157871000,19314,28,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
2043,2021-01-16,강릉선,상행,3128,93328600,3243,1151,25315300,11480,28,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
2044,2021-01-16,강릉선,하행,3986,123218400,4233,1603,34761300,11480,28,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
2045,2021-01-16,경부선,상행,18453,881530600,18255,6778,232161500,57892,63,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
2046,2021-01-16,경부선,하행,20718,1013766900,19899,7778,271723200,55982,61,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
2047,2021-01-16,경전선,상행,3924,189841100,4192,1667,55710900,9520,16,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
2048,2021-01-16,경전선,하행,4681,224427500,4971,1887,62131100,9520,16,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
2049,2021-01-16,구동해선,상행,3298,145121800,3394,1207,36507000,7096,14,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
2050,2021-01-16,구동해선,하행,3387,151039900,3608,1332,40201400,7127,14,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
2051,2021-01-16,전라선,상행,4789,219501800,5435,2242,70457900,10852,18,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
2052,2021-01-16,전라선,하행,5274,248139300,6117,2654,84526200,10821,18,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
2053,2021-01-16,중앙선,상행,1214,26782500,1226,427,8098100,3048,8,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
2054,2021-01-16,중앙선,하행,1331,30952700,1446,546,9967400,3048,8,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
2055,2021-01-16,호남선,상행,6115,318179300,6767,2609,94977600,18705,28,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
2056,2021-01-16,호남선,하행,6815,372014000,7506,3012,114840400,19250,28,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
2057,2021-01-17,강릉선,상행,4368,141007900,4803,1984,42646400,11480,28,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
2058,2021-01-17,강릉선,하행,3321,97328300,3439,1118,22408700,11070,27,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
2059,2021-01-17,경부선,상행,23856,1274860800,24127,9595,357433100,56906,62,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
2060,2021-01-17,경부선,하행,21746,1030162700,20103,7558,249260900,54996,60,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
2061,2021-01-17,경전선,상행,5623,286526300,6135,2401,83242800,9551,16,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
2062,2021-01-17,경전선,하행,3961,189548600,4317,1569,48723000,9551,16,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
2063,2021-01-17,구동해선,상행,4253,202751200,4526,1760,55852400,7096,14,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
2064,2021-01-17,구동해선,하행,2990,136230500,3252,1172,35251200,7065,14,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
2065,2021-01-17,전라선,상행,6026,290519900,6894,3222,102419100,10790,18,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
2066,2021-01-17,전라선,하행,4180,191488100,4926,1910,57825400,10411,17,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
2067,2021-01-17,중앙선,상행,1403,32695600,1468,545,10030700,3048,8,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
2068,2021-01-17,중앙선,하행,1197,24528200,1145,361,6070600,3048,8,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
2069,2021-01-17,호남선,상행,7994,448812300,8996,3848,143982800,18769,28,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
2070,2021-01-17,호남선,하행,7057,379588100,7728,3137,114273300,19345,28,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
2071,2021-01-18,강릉선,상행,2918,88463500,3093,1111,23325700,7380,18,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
2072,2021-01-18,강릉선,하행,2833,86846300,3012,1118,23368600,7380,18,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
2073,2021-01-18,경부선,상행,21383,1100590100,21174,8295,296433300,48145,54,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
2074,2021-01-18,경부선,하행,19836,1055105900,18851,7895,292624300,47190,53,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
2075,2021-01-18,경전선,상행,3533,182919400,3696,1438,50212300,8004,12,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
2076,2021-01-18,경전선,하행,4169,217670000,4205,1682,60395600,8004,12,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
2077,2021-01-18,구동해선,상행,3534,167340600,3602,1384,43199000,7034,14,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
2078,2021-01-18,구동해선,하행,3761,172958200,3965,1587,48070200,7034,14,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
2079,2021-01-18,전라선,상행,4494,215079500,4701,1994,68728200,9203,15,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
2080,2021-01-18,전라선,하행,5036,235390000,5421,2408,75762200,9234,15,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
2081,2021-01-18,중앙선,상행,1193,24948100,1186,361,6223100,2667,7,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
2082,2021-01-18,중앙선,하행,1142,24737400,1102,393,6569300,2667,7,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
2083,2021-01-18,호남선,상행,7406,401012500,8029,3388,122355500,17269,27,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
2084,2021-01-18,호남선,하행,7374,399375500,7878,3403,122974600,17269,27,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
2085,2021-01-19,강릉선,상행,2526,73213600,2533,802,17764300,7380,18,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
2086,2021-01-19,강릉선,하행,2542,72758400,2552,799,16645000,7380,18,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
2087,2021-01-19,경부선,상행,19522,984384600,17252,6399,244482800,47283,53,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
2088,2021-01-19,경부선,하행,18941,954359700,15607,5705,229589500,46328,52,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
2089,2021-01-19,경전선,상행,3896,199992200,3639,1379,51680800,8004,12,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
2090,2021-01-19,경전선,하행,4028,208003500,3671,1351,52579900,8004,12,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
2091,2021-01-19,구동해선,상행,3620,155696700,3197,1055,34631800,7065,14,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
2092,2021-01-19,구동해선,하행,3557,157744900,3346,1123,38066800,7065,14,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
2093,2021-01-19,전라선,상행,4255,198577500,4378,1744,60698000,9141,15,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
2094,2021-01-19,전라선,하행,4439,202101600,4464,1705,59000000,9141,15,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
2095,2021-01-19,중앙선,상행,928,20331100,852,224,4121700,2667,7,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
2096,2021-01-19,중앙선,하행,925,21035500,844,257,4935800,2667,7,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
2097,2021-01-19,호남선,상행,6453,338746300,6460,2491,93507700,17238,27,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
2098,2021-01-19,호남선,하행,6544,341541100,6358,2451,92798100,17300,27,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
2099,2021-01-20,강릉선,상행,2630,75818600,2608,814,17193600,7380,18,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
2100,2021-01-20,강릉선,하행,2692,76375400,2639,841,16974300,7380,18,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
2101,2021-01-20,경부선,상행,20465,1020043100,18128,6534,250224600,47221,53,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
2102,2021-01-20,경부선,하행,20232,1039598900,16794,6393,256120000,46266,52,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
2103,2021-01-20,경전선,상행,4100,212867100,3795,1435,57671600,8004,12,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
2104,2021-01-20,경전선,하행,4322,216584500,3972,1408,55389200,8004,12,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
2105,2021-01-20,구동해선,상행,3889,174993000,3554,1234,41343500,7065,14,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
2106,2021-01-20,구동해선,하행,3780,166806400,3529,1251,41400000,7065,14,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
2107,2021-01-20,전라선,상행,4475,200634000,4498,1701,58015500,9141,15,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
2108,2021-01-20,전라선,하행,4637,208484400,4690,1868,61940700,9141,15,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
2109,2021-01-20,중앙선,상행,981,21003700,920,235,4067100,2667,7,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
2110,2021-01-20,중앙선,하행,962,20357800,816,222,3931900,2667,7,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
2111,2021-01-20,호남선,상행,6983,359511300,6955,2642,97313400,17300,27,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
2112,2021-01-20,호남선,하행,6959,359419500,6845,2588,97433500,17300,27,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
2113,2021-01-21,강릉선,상행,2768,81565800,2853,920,19862700,7380,18,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
2114,2021-01-21,강릉선,하행,2694,78760900,2862,986,19151100,7380,18,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
2115,2021-01-21,경부선,상행,21521,1098792500,19506,7221,280039400,47252,53,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
2116,2021-01-21,경부선,하행,21518,1142139400,19092,7426,299674100,46297,52,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
2117,2021-01-21,경전선,상행,4300,233776800,4306,1787,69744600,8035,12,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
2118,2021-01-21,경전선,하행,4450,232244700,4338,1685,65066100,8035,12,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
2119,2021-01-21,구동해선,상행,4083,183734700,3812,1349,43656800,7034,14,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
2120,2021-01-21,구동해선,하행,3885,174458700,3728,1344,44562300,7034,14,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
2121,2021-01-21,전라선,상행,4431,207026500,4672,1899,63010500,9172,15,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
2122,2021-01-21,전라선,하행,4533,208327300,4775,1919,63464000,9172,15,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
2123,2021-01-21,중앙선,상행,950,19958100,893,223,3615400,2667,7,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
2124,2021-01-21,중앙선,하행,967,21308300,865,239,4429000,2667,7,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
2125,2021-01-21,호남선,상행,7250,390818900,7493,2936,113947900,17238,27,2025-10-05 05:06:39.754895+00,2025-10-05 05:06:39.754895+00
