id,raw_no,lang,category,venue,event_name,period_raw,host_organizer,start_date,end_date
451,451,국문,전시일정," 제1전시장  3홀 ",2024 부산브랜드페스타 (Busan Brand Festa 2024),20240614 1000~20240616 1800,"부산광역시, 부산CBS / 벡스코, 문화콘텐츠협회 / 후원 : 기술보증기금, 한국남부발전, 한국예탁결제원, 한국자산관리공사, 한국주택금융공사, BNK부산은행 등",2024-06-14,2024-06-16
452,452,국문,전시일정,벡스코 제2전시장 1층 4(B-F)홀,2024 코리아캠핑카쇼,20240627 1000~20240630 1800,(사)한국레저자동차산업협회 / 벡스코,2024-06-27,2024-06-30
453,453,국문,전시일정," 컨벤션홀 회의실 105,106호",르노코리아 테크니컬 세션,20240627 0000~20240628 0000,르노코리아,2024-06-27,2024-06-28
454,454,국문,전시일정,BEXCO 제1전시장 및 제2전시장 4홀,2024 부산모빌리티쇼,20240628 1000~20240707 1800,"부산광역시 / (총괄)BEXCO, (공동) KAMA, KAIDA, KAICA",2024-06-28,2024-07-07
455,455,국문,전시일정," 제2전시장 4홀(B-F)",2024 부산국제모빌리티쇼 자동차 이동체 소재부품장비 및 용품서비스전,20240703 1000~20240705 1700,"부산국제모빌리티쇼 조직위원회 / 벡스코,한국산업전람",2024-07-03,2024-07-05
456,456,국문,전시일정," 제2전시장 4홀(B-F)",제 1회 부산국제로봇자동화산업전시회,20240703 1000~20240705 1700,"부산로봇엑스포조직위 / 벡스코, 한국산업전람",2024-07-03,2024-07-05
457,457,국문,전시일정," 제1전시장  2홀",2024년 부산직업교육박람회,20240711 0900~20240712 1700,부산광역시교육청,2024-07-11,2024-07-12
458,458,국문,전시일정," 제1전시장  3홀",2024 제37회 부산베이비&유아교육용품전,20240718 1000~20240721 0000,"(주)블루케이, (주)앤유",2024-07-18,2024-07-21
459,459,국문,전시일정," 제2전시장 4F홀",BWB 웨딩박람회,20240719 0000~20240721 0000,부산결혼&출산장려협회,2024-07-19,2024-07-21
460,460,국문,전시일정," 제1전시장  2B홀",월드캠프 참가자를 위한 글로벌휴게소,20240722 1000~20240725 1800,트루맨즈,2024-07-22,2024-07-25
461,461,국문,전시일정," 제2전시장 4(E,F)홀",K-일러스트레이션페어 부산 2024,20240726 1100~20240728 1800,㈜한국국제전시,2024-07-26,2024-07-28
462,462,국문,전시일정," 제1전시장  3B홀",우수중소기업 및 농특산품 선물 박람회,20240726 1000~20240730 1800,(주)새벽전람,2024-07-26,2024-07-30
463,463,국문,전시일정," 제2전시장 4(C,D)홀",K-핸드메이드페어 부산 2024,20240726 1100~20240728 1800,(주)한국국제전시,2024-07-26,2024-07-28
464,464,국문,전시일정," 제1전시장  3홀",2024 부산 캠핑&레저차량 박람회 (하반기),20240802 1000~20240804 1800,(주)제이엠컴퍼니,2024-08-02,2024-08-04
465,465,국문,전시일정," 제2전시장 5A홀",2024 일본유학박람회,20240803 1000~20240803 1600,독립행정법인 일본학생지원기구,2024-08-03,2024-08-03
466,466,국문,전시일정," 제1전시장  3B홀",2024부산국제불교박람회,20240808 1000~20240811 1800,"불교방송, BBS불교방송",2024-08-08,2024-08-11
467,467,국문,전시일정," 제1전시장  3A홀",네일엑스포 부산 2024,20240816 0900~20240818 1800,한국네일협회 / (주)네일클럽,2024-08-16,2024-08-18
468,468,국문,전시일정," 제2전시장 4(D-F)홀",2024 부산 어린이박람회,20240816 1000~20240817 1700,채널A /어린이박람회 조직위원회,2024-08-16,2024-08-17
469,469,국문,전시일정," 제1전시장  1홀",부산 인디커넥트페스티벌 2024,20240816 1000~20240818 1800,"(사)부산인디커넥트페스티벌조직위원회, (재)부산정보산업진흥원,  인디라!인디게임개발자모임, (사)한국모바일게임협회",2024-08-16,2024-08-18
470,470,국문,전시일정," 제1전시장  2홀",2024 부산국제주류박람회,20240816 0000~20240818 0000,명진F&F,2024-08-16,2024-08-18
471,471,국문,전시일정," 제1전시장  3B홀",2024 삼성웰스토리 푸드페스타 in 부산,20240821 1000~20240821 1700,삼성웰스토리,2024-08-21,2024-08-21
472,472,국문,전시일정," 제2전시장 4B홀",BWC 웨딩박람회,20240823 0000~20240825 0000,주식회사 비더블류씨,2024-08-23,2024-08-25
473,473,국문,전시일정,제 2전시장 4(E-F),제1회 북앤콘텐츠페어,20240823 1000~20240825 1800,㈜마루컨벤션,2024-08-23,2024-08-25
474,474,국문,전시일정," 제2전시장 4(B-D)홀",2024 부산 반려동물 박람회,20240830 1000~20240901 1800,(주)메세코리아,2024-08-30,2024-09-01
475,475,국문,전시일정," 제2전시장 4E홀",렙타일페어,20240831 0000~20240901 0000,빅혼,2024-08-31,2024-09-01
476,476,국문,전시일정,"벡스코 컨벤션홀, 제1전시장, 제2전시장",2024 기후산업국제박람회,20240904 1000~20240906 1700,"산업부, 환경부, 외교부, 국토부, 해수부, 과기부, 중기부, 탄녹위, 금융위, 기상청 등, 공동 주최 : 국제에너지기구(IEA)) /  한국에너지공단 등 관계기관",2024-09-04,2024-09-06
477,477,국문,전시일정," 제2전시장 4홀",제 18회 국제환경에너지산업전,20240904 1000~20240906 1700,"부산광역시, 국제신문",2024-09-04,2024-09-06
478,478,국문,전시일정," 제1전시장 1,2홀",2024 대한민국 안전산업 박람회 K SAFETY EXPO 2024,20240910 1000~20240912 1700,"행정안전부, 부산광역시/ 벡스코, 한국재난안전산업기술연구조합, 부산테크노파크, 코트라",2024-09-10,2024-09-12
479,479,국문,전시일정," 제2전시장 4홀",K-ICT WEEK in BUSAN 2024,20240910 1000~20240912 1700,"부산광역시, 과학기술정보통신부, 부산시교육청 / 부산정보산업진흥원, 정보통신산업진흥원, 벡스코",2024-09-10,2024-09-12
480,480,국문,전시일정," 제1전시장  3A홀",2024 대한민국 해양 모빌리티·안전 엑스포,20240910 1000~20240912 1800,"해양수산부, 부산광역시 / 부산일보사",2024-09-10,2024-09-12
481,481,국문,전시일정," 제1전시장  3B홀",2024년 해양수산 취업박람회,20240910 1000~20240910 1700,"해양수산부, 대한민국 해군",2024-09-10,2024-09-10
482,482,국문,전시일정," 제1전시장  3B홀",우수중소기업 및 농특산품 선물 박람회,20240912 1000~20240916 1800,(주)새벽전람,2024-09-12,2024-09-16
483,483,국문,전시일정," 제1전시장  3홀",2024년 창의융합한마당,20240920 1000~20240921 1700,부산광역시교육청창의융합교육원,2024-09-20,2024-09-21
484,484,국문,전시일정," 제1전시장  2홀",2024 인테리어디자인코리아 부산,20240926 1000~20240929 1800,(주)메쎄이상,2024-09-26,2024-09-29
485,485,국문,전시일정," 제2전시장 4(A-B)홀",제36회 2024 부산창업박람회,20240926 1000~20240928 1700,선인커뮤니티 주식회사,2024-09-26,2024-09-28
486,486,국문,전시일정," 제1전시장  3B홀",2024 우수급식·외식산업전,20240926 1000~20240928 1700,"(주)대한급식신문사, (주)메쎄E&D, (주)KNN",2024-09-26,2024-09-28
487,487,국문,전시일정," 제1전시장  1홀",2024 부산 코리아빌드,20240926 1000~20240929 1800,(주)메쎄이상,2024-09-26,2024-09-29
488,488,국문,전시일정," 제1전시장  3A홀",2024부산국제트래블페어,20240927 1000~20240929 1800,부산광역시/부산광역시관광협회,2024-09-27,2024-09-29
489,489,국문,전시일정," 제2전시장 4F홀",W웨딩박람회,20240927 1100~20240929 1900,더블유웨딩,2024-09-27,2024-09-29
490,490,국문,전시일정," 제1전시장  3홀",아시아창업엑스포 (FLY ASIA 2024),20241001 1000~20241002 1800,"부산광역시 / 부산테크노파크, FLY ASIA 2024 운영위원회",2024-10-01,2024-10-02
491,491,국문,전시일정," 제1전시장  1홀",2024 부산 코베 베이비페어&유아교육전,20241003 1000~20241006 1800,주식회사 메쎄이상,2024-10-03,2024-10-06
492,492,국문,전시일정," 제1전시장  2A홀",2024 부산 카페쇼(하반기),20241003 1000~20241006 1800,(주)블루케이,2024-10-03,2024-10-06
493,493,국문,전시일정," 제1전시장  3홀",제21회 부산국제음식박람회,20241004 1000~20241006 1800,부산광역시/(사)한국외식업중앙회부산광역시지회,2024-10-04,2024-10-06
494,494,국문,전시일정," 제2전시장 4(A-D)홀",2024 제13회 BFAA국제아트페어,20241011 1000~20241014 1900,"사단법인 부산미술협회, 부산경남대표방송KNN / 2024 BFAA부산미술협회 국제아트페어 운영위원회",2024-10-11,2024-10-14
495,495,국문,전시일정," 제1전시장 ",2024 국제해양플랜트전시회,20241016 1000~20241018 1700,"산업통상자원부, 부산광역시/부산조선해양기자재공업협동조합, BEXCO, 경연전람, KOTRA, KOSHIPA",2024-10-16,2024-10-18
496,496,국문,전시일정," 제1전시장  3홀",2024 부산 의료기기 전시회 (KIMES BUSAN 2024),20241018 1000~20241020 1700,"한국이앤엑스, 한국의료기기공업협동조합, 한국의료기기산업협회, KNN",2024-10-18,2024-10-20
497,497,국문,전시일정," 제1전시장  2B홀",2024 지역의료분권포럼,20241018 0000~20241020 0000,KNN,2024-10-18,2024-10-20
498,498,국문,전시일정," 제2전시장 4홀",2024 부산펫쇼,20241018 1000~20241020 1800,"KNN / (주)미래전람 ",2024-10-18,2024-10-20
499,499,국문,전시일정," 제1전시장  2홀",2024 박물관·미술관 박람회,20241024 1000~20241027 1800,"문화체육관광부 / (사)한국박물관협회, 디자인하우스, 벡스코",2024-10-24,2024-10-27
500,500,국문,전시일정," 제1전시장  3홀",부산 디자인 페스티벌,20241024 1030~20241027 1800,"KNN, 디자인하우스",2024-10-24,2024-10-27
501,501,국문,전시일정," 제1전시장  1홀",2024 부산 잡(JOB) 페스티벌,20241024 1000~20241024 1700,"부산광역시, BNK 부산은행 / 부산경제진흥원, 부산조선해양기자재공업협동조합",2024-10-24,2024-10-24
502,502,국문,전시일정," 제2전시장 4F홀",2024 부산MBC웨딩박람회 in 벡스코,20241025 1100~20241027 1900,부산문화방송(주),2024-10-25,2024-10-27
503,503,국문,전시일정," 제2전시장 4(E-F)홀",2024 부산 미아트페스티벌,20241029 0900~20241030 1800,"부산광역시 / 대한네일미용사회 부산시지회, 대한미용사회 부산시협의회, 한국피부미용사회 부산시지회",2024-10-29,2024-10-30
504,504,국문,전시일정," 제1전시장  2홀",2024 패패부산-PFB(부산국제신발섬유패션전시회),20241031 1000~20241102 1700," 부산광역시 / (총괄) 부산테크노파크 신발패션진흥단 (공동) 부산섬유패션산업연합회, 부산패션섬유산업사업협동조합 (후원) 산업통상자원부",2024-10-31,2024-11-02
505,505,국문,전시일정," 제2전시장 4(A-D)홀",부산일러스트레이션페어 V.5,20241101 1000~20241103 1800,오씨메이커스,2024-11-01,2024-11-03
506,506,국문,전시일정," 제2전시장 4홀",2024 산학연협력 EXPO,20241106 1000~20241108 1800,"교육부, 과학기술정보통신부, 부산시 / 한국연구재단",2024-11-06,2024-11-08
507,507,국문,전시일정," 제2전시장 5E홀",2024 부산 사이버보안 콘퍼런스,20241106 1000~20241107 1800,"부산광역시, 한국주택금융공사, 국가정보원 / 한국정보보호학회, 영남권 정보보호영재교육원협의회",2024-11-06,2024-11-07
508,508,국문,전시일정," 제1전시장  1-3A홀",2024 부산국제수산엑스포,20241106 1000~20241108 1700,"부산광역시 / 벡스코, 한국수산무역협회, 수협중앙회, 중소기업유통센터",2024-11-06,2024-11-08
509,509,국문,전시일정," 제2전시장 5(A-D)홀",2024 부산교육한마당,20241106 1000~20241108 1730,부산광역시교육청,2024-11-06,2024-11-08
510,510,국문,전시일정," 제1전시장  3B홀",2024 부산국제의료관광컨벤션,20241108 1000~20241109 1800,"부산광역시, 부산일보사 / (사)부산권의료산업협의회",2024-11-08,2024-11-09
511,511,국문,전시일정,벡스코 전관,2024 국제게임전시회 지스타,20241114 1000~20241117 1800,"한국게임산업협회 / 지스타조직위원회, 부산정보산업진흥원",2024-11-14,2024-11-17
512,512,국문,전시일정," 제2전시장 4(D,E,F)홀",2024 부산 ICT 일자리박람회,20241120 1000~20241120 1700,부산광역시/(재)부산정보산업진흥원,2024-11-20,2024-11-20
513,513,국문,전시일정," 제1전시장  3B홀",2024 부산 유기농·친환경·귀농귀촌 박람회,20241121 1000~20241124 1800,(주)메세코리아/(주)메세코리아,2024-11-21,2024-11-24
514,514,국문,전시일정," 제1전시장  2A홀",2024 부산 차.공예 박람회(하),20241121 1000~20241124 1800,(주)메세코리아 / (주)메세코리아,2024-11-21,2024-11-24
515,515,국문,전시일정," 제1전시장  2B홀",2024 부산 홈리빙&생활용품 전시회,20241121 1000~20241124 1800,(주)메세코리아 / (주)메세코리아,2024-11-21,2024-11-24
516,516,국문,전시일정," 제1전시장  3A홀",2024 부산 식품 박람회,20241121 1000~20241124 1800,(주)메세코리아 / (주)메세코리아,2024-11-21,2024-11-24
517,517,국문,전시일정," 제2전시장 4F홀",KNN 웨딩박람회,20241122 0000~20241124 0000,더리본 주식회사,2024-11-22,2024-11-24
518,518,국문,전시일정," 제2전시장 5홀",YESDEX 2024 영남 국제치과학술대회 및 기자재전시회,20241123 0900~20241124 1700,울산 경북 경남 부산 대구 치과의사회 / YESDEX 2024 조직위원회,2024-11-23,2024-11-24
519,519,국문,전시일정," 제1전시장  3B홀",2024 통영수산식품대전,20241128 0900~20241201 1800,통영시 / KNN,2024-11-28,2024-12-01
520,520,국문,전시일정," 제1전시장  2홀",2024 부산국제아동도서전,20241128 1000~20241201 1900,"대한출판문화협회 / 서울국제도서전, 벡스코",2024-11-28,2024-12-01
521,521,국문,전시일정," 제1전시장  3A홀",2024 KFA 프랜차이즈 창업박람회 부산,20241128 1000~20241130 1700,한국프랜차이즈산업협회 부산울산경남지회,2024-11-28,2024-11-30
522,522,국문,전시일정," 제2전시장 4(A~C)홀",2024 부산캣쇼,20241129 1000~20241201 1800,KNN/미래전람,2024-11-29,2024-12-01
523,523,국문,전시일정," 제1전시장  2A홀",2024 호텔&레스토랑 산업전,20241204 1000~20241206 1700,호텔&레스토랑 매거진 / 벡스코,2024-12-04,2024-12-06
524,524,국문,전시일정," 제1전시장  3홀",2024 드림베이비페어 하반기,20241205 1000~20241208 1800,(주)드림코리아,2024-12-05,2024-12-08
525,525,국문,전시일정," 제2전시장 4(C-F)홀",제23회 유니세프와 함께하는 2024 부산국제아트페어,20241205 1000~20241208 1900,케이아트국제교류협회,2024-12-05,2024-12-08
526,526,국문,전시일정," 제1전시장  1홀",2024 부산국제주류&와인박람회,20241206 1100~20241208 1900,㈜한국국제전시,2024-12-06,2024-12-08
527,527,국문,전시일정,제 1전시장 2B홀,2024 부산핸드메이드페어 윈터,20241206 1000~20241208 1800,(주)마루컨벤션,2024-12-06,2024-12-08
528,528,국문,전시일정," 제1전시장  3B홀",겨울맞이 우수중소기업 및 농특산품 선물 박람회,20241212 1000~20241216 1800,(주)새벽전람,2024-12-12,2024-12-16
529,529,국문,전시일정," 제2전시장 4B홀",BWC 웨딩박람회,20241220 0000~20241222 0000,주식회사 비더블류씨/주식회사 비더블류씨,2024-12-20,2024-12-22
530,530,국문,전시일정," 제2전시장 4A홀",렙타일페어,20241221 0000~20241222 0000,빅혼,2024-12-21,2024-12-22
531,531,국문,전시일정," 제1전시장  3홀",제38회 부산 드림베이비페어 & 유아교육전,20250123 1000~20250126 1800,"(주)앤유, (주) 블루케이 / (주)앤유, (주)블루케이",2025-01-23,2025-01-26
532,532,국문,전시일정," 제1전시장  2B홀",설맞이 우수중소기업 및 농특산품 선물 박람회,20250123 1000~20250127 1800,(주)새벽전람,2025-01-23,2025-01-27
533,533,국문,전시일정," 제1전시장  2B홀",제26회 부산카페쇼,20250213 1000~20250216 1800,(주)블루케이,2025-02-13,2025-02-16
534,534,국문,전시일정," 제2전시장 4(A-C)홀",2025 PET&MORE 부산 반려동물 박람회,20250214 1000~20250216 1800,(주)메세코리아,2025-02-14,2025-02-16
535,535,국문,전시일정," 제1전시장  2B홀",제5회 제일창업박람회 in 부산,20250220 1000~20250222 1700,제일좋은전람,2025-02-20,2025-02-22
536,536,국문,전시일정," 제2전시장 4B홀",BWC 웨딩박람회,20250221 0000~20250223 0000,주식회사 비더블류씨,2025-02-21,2025-02-23
537,537,국문,전시일정," 제1전시장  1홀, 2홀, 3홀",DSK 2025 (드론쇼코리아),20250226 1000~20250228 1700,산업통상자원부 / 국토교통부 / 국방부 / 우주항공청 / 부산광역시,2025-02-26,2025-02-28
538,538,국문,전시일정," 제2전시장 4(E-F)홀",코리아 렙타일포럼 in 부산,20250301 0000~20250302 0000,"THE ZOO, Proven",2025-03-01,2025-03-02
539,539,국문,전시일정," 제1전시장  1홀",2025 부산 건축 인테리어 전시회,20250306 1000~20250309 1800,부산MBC / (주)메세코리아,2025-03-06,2025-03-09
540,540,국문,전시일정," 제1전시장  1홀",2025 부산 홈리빙&생활용품 전시회,20250306 1000~20250309 1800,(주)메세코리아,2025-03-06,2025-03-09
541,541,국문,전시일정," 제1전시장  2B홀",새봄맞이 우수중소기업 및 농특산품 선물 박람회,20250307 1000~20250311 1800,(주)새벽전람,2025-03-07,2025-03-11
542,542,국문,전시일정," 제1전시장  1홀",2025 부산베이비페어,20250313 1000~20250316 1800,(주)메세코리아,2025-03-13,2025-03-16
543,543,국문,전시일정," 제1전시장  2A홀",제11회 대한민국 대표 특산물 직거래 박람회,20250320 1000~20250323 1800,대한민국 대표 특산물 직거래 박람회 조직위원회 / (주)한국전시산업원,2025-03-20,2025-03-23
544,544,국문,전시일정," 제1전시장  1홀","제5회 대한민국 대표 축제박람회 ",20250321 1000~20250323 1800,"한국지방신문협회 / 한국전시산업원 ",2025-03-21,2025-03-23
545,545,국문,전시일정," 제2전시장 4E홀",BWB 웨딩박람회,20250321 1100~20250323 1900,부산결혼&출산장려협회,2025-03-21,2025-03-23
546,546,국문,전시일정," 제2전시장 4B홀",제22회 JTBC GOLF x 더골프쇼 in 부산 시즌1,20250327 1000~20250330 1800,"(주)이엑스스포테인먼트, JTBC GOLF",2025-03-27,2025-03-30
547,547,국문,전시일정," 제1전시장  1홀",궁디팡팡 캣페스타,20250328 1000~20250330 1800,(주)캣페스타,2025-03-28,2025-03-30
548,548,국문,전시일정," 제1전시장  3A홀",DIMF 2025 (DN Solutions International Machine Tool Fair),20250402 1000~20250405 1700,DN솔루션즈,2025-04-02,2025-04-05
549,549,국문,전시일정," 제1전시장  1홀, 2홀",2025 BAMA 부산국제화랑 아트페어,20250404 1100~20250406 1900,"부산화랑협회, 2025 BAMA 조직위원회",2025-04-04,2025-04-06
550,550,국문,전시일정," 제2전시장 4(E-F)홀",렙타일페어,20250405 1100~20250406 1800,빅혼,2025-04-05,2025-04-06
551,551,국문,전시일정," 제1전시장  3홀",제24회 부산과학축전,20250412 1000~20250413 1700,"부산광역시, 부산광역시교육청 / 부산과학기술협의회(부산과학문화거점센터), 부산광역시교육청창의융합교육원",2025-04-12,2025-04-13
552,552,국문,전시일정," 제1전시장  1홀",2025 부산가구쇼,20250417 1000~20250420 1800,네모전람(주),2025-04-17,2025-04-20
553,553,국문,전시일정," 제2전시장 4F홀",KNN웨딩박람회 in 벡스코,20250418 1100~20250420 1900,(주)더리본주식회사,2025-04-18,2025-04-20
554,554,국문,전시일정," 제1전시장  2홀, 3홀",2025 부산국제보트쇼,20250418 1000~20250420 1800,"해양수산부, 부산광역시 / 한국해양레저네트워크, 벡스코, 해양레저장비산업협회",2025-04-18,2025-04-20
555,555,국문,전시일정," 제2전시장 4E홀",한국전람(주) 유학·이민 박람회 in 부산,20250418 1000~20250419 1800,한국전람(주) / 한국전람(주),2025-04-18,2025-04-19
556,556,국문,전시일정," 제2전시장 4(A-D)홀",2025 부산 캠핑&레저차량 박람회,20250418 1000~20250420 1800,주식회사 제이엠컴퍼니,2025-04-18,2025-04-20
557,557,국문,전시일정," 제1전시장  1홀",2025 공동주택관리산업박람회,20250424 1000~20250426 1700,대한주택관리사협회 부산시회 / 벡스코,2025-04-24,2025-04-26
558,558,국문,전시일정," 제1전시장  2A홀",제37회 2025 부산창업박람회,20250424 1000~20250426 1700,선인커뮤니티 주식회사,2025-04-24,2025-04-26
559,559,국문,전시일정," 제1전시장  2B홀",2025 부산(상) 국제식품 박람회,20250424 1000~20250427 1800,(주)메세코리아,2025-04-24,2025-04-27
560,560,국문,전시일정," 제2전시장 4(A-F)홀",2025 케이펫페어 부산,20250425 1000~20250427 1800,(사)한국펫사료협회 / (주)메쎄이상,2025-04-25,2025-04-27
561,561,국문,전시일정," 제1전시장 1-2홀",아트부산 2025,20250508 1100~20250511 1900,(주)아트부산 / (사)아트쇼부산,2025-05-08,2025-05-11
562,562,국문,전시일정," 제2전시장 4F홀",W웨딩박람회 in 벡스코,20250516 1100~20250518 1900,(주)더블유웨딩,2025-05-16,2025-05-18
563,563,국문,전시일정," 제1전시장, 제2전시장4(A-E)홀",제12회 부산국제기계대전,20250520 1000~20250523 1700,"부산광역시, 부산시기계공업협동조합, 부산경남금형공업협동조합 / 한국산업마케팅연구원, 대한무역투자진흥공사",2025-05-20,2025-05-23
564,564,국문,전시일정," 제1전시장 1홀, 2홀",2025 국제해양방위산업전(MADEX),20250528 1000~20250531 1700,대한민국 해군 / 대한민국 해병대 / 부산광역시 / 한국무역협회 / 대한민국 해군협회 / 부산조선해양기자재공업협동조합 / 경연전람 / 벡스코,2025-05-28,2025-05-31
565,565,국문,전시일정," 제1전시장  3홀",부산콘텐츠마켓2025,20250528 0900~20250530 1800,(사)부산콘텐츠마켓조직위원회,2025-05-28,2025-05-30
566,566,국문,전시일정," 제1전시장  3홀",제36회 부산 드림베이비페어,20250605 1000~20250608 1800,(주)드림코리아,2025-06-05,2025-06-08
567,567,국문,전시일정," 제1전시장 1홀",부산 스포츠·레저·골프박람회/기프트쇼/가구엑스포,20250605 1000~20250608 1800,(주)동아전람,2025-06-05,2025-06-08
568,568,국문,전시일정," 제1전시장  2A홀",제9회 부산 건축박람회,20250605 1000~20250608 1800,(주)동아전람,2025-06-05,2025-06-08
569,569,국문,전시일정," 제2전시장 4(A-E)홀",2025 코리아 캠핑카쇼,20250605 1000~20250608 1800,한국레저자동차산업협회 / 벡스코,2025-06-05,2025-06-08
570,570,국문,전시일정," 제2전시장 4F홀",비더블류씨 웨딩박람회,20250613 1100~20250615 1900,주식회사 비더블류씨,2025-06-13,2025-06-15
571,571,국문,전시일정," 제1전시장 1-2홀",2025 부산국제철도기술산업전,20250618 1000~20250621 1700,"부산광역시, 국가철도공단, 한국철도공사 / 벡스코, 메쎄프랑크푸르트코리아, 한국철도차량산업협회, 한국철도산업협회",2025-06-18,2025-06-21
572,572,국문,전시일정," 제1전시장  3B홀",2025 부산 차.공예 박람회,20250619 1000~20250622 1800,(주)메세코리아,2025-06-19,2025-06-22
573,573,국문,전시일정," 제2전시장 4E,F홀",K-일러스트레이션페어 부산 2025,20250620 1100~20250622 1800,㈜한국국제전시,2025-06-20,2025-06-22
574,574,국문,전시일정," 제2전시장 4C,D홀",K-핸드메이드페어 부산 2025,20250620 1100~20250622 1800,(주)한국국제전시,2025-06-20,2025-06-22
575,575,국문,전시일정," 제1전시장  2홀",제15회 부산커피쇼,20250625 1000~20250628 1700,"한국산업마케팅연구원,(사)한국커피연합회",2025-06-25,2025-06-28
576,576,국문,전시일정," 제1전시장  1홀",제32회 부산국제식품대전,20250625 1000~20250628 1700,한국산업마케팅연구원,2025-06-25,2025-06-28
577,577,국문,전시일정," 제1전시장  3홀",2025 부산 홈·테이블데코페어,20250626 1000~20250629 1700,"RX케이훼어스, KNN",2025-06-26,2025-06-29
578,578,국문,전시일정," 제2전시장 4(A-C)홀",제 7회 부산디자인페스티벌,20250626 1030~20250629 1900,"(주)디자인하우스, KNN, 부산디자인진흥원 / 월간&lt;디자인&gt;",2025-06-26,2025-06-29
579,579,국문,전시일정," 제2전시장 4(D-F)홀",2025 제14회 BFAA 국제아트페어,20250626 1030~20250629 1900,사단법인 부산미술협회 / BFAA부산미술협회 국제아트페어 운영위원회,2025-06-26,2025-06-29
580,580,국문,전시일정," 제2전시장 4(D-F)홀",2025 해상풍력 공급망 컨퍼런스 전시회,20250702 1000~20250703 1700,사단법인 한국풍력산업협회,2025-07-02,2025-07-03
581,581,국문,전시일정," 제1전시장  2B홀",제1회 대한민국 중소기업 박람회,20250703 1000~20250705 1800,"매일경제, 대한민국지방신문협의회 / ㈜한국전시산업원",2025-07-03,2025-07-05
582,582,국문,전시일정," 제1전시장  3홀",제39회 부산베이비페어&유아교육전,20250703 1000~20250706 1800,"(주)블루케이, (주)앤유 / (주)블루케이, (주)앤유",2025-07-03,2025-07-06
583,583,국문,전시일정," 제2전시장 4(A-C)홀",2025 PET&MORE 부산 반려동물 박람회(하),20250704 1000~20250706 1800,(주)메세코리아,2025-07-04,2025-07-06
584,584,국문,전시일정," 제2전시장 4(E-F)홀",에코델타 푸르지오 린 입주박람회,20250705 0000~20250707 0000,주식회사 엣지컴퍼니,2025-07-05,2025-07-07
585,585,국문,전시일정," 제1전시장  (1-3A)홀",2025 월드캠프 (부대행사: 부산국제청춘페스타),20250706 0000~20250709 0000,국제청소년연합,2025-07-06,2025-07-09
586,586,국문,전시일정," 제2전시장 4(D-F)홀",2025학년도 부산직업교육박람회,20250709 0900~20250710 2000,부산광역시교육청,2025-07-09,2025-07-10
587,587,국문,전시일정," 제2전시장 4홀",2025 인터내셔널 키스포츠페스티벌 부산,20250712 1000~20250713 2100,키스포츠페스티벌,2025-07-12,2025-07-13
588,588,국문,전시일정," 제1전시장 1-2홀",2025 월드스마트시티엑스포,20250715 1000~20250717 1700,"(주최) 국토교통부, 과학기술정보통신부 / (주관) 부산광역시, 한국토지주택공사, 한국수자원공사, 벡스코, 스마트도시협회",2025-07-15,2025-07-17
589,589,국문,전시일정," 제1전시장 ",K-ICT WEEK in BUSAN 2025,20250715 1000~20250717 1700,"과학기술정보통신부, 부산광역시, 부산광역시교육청/ NIPA, BIPA, BEXCO",2025-07-15,2025-07-17
590,590,국문,전시일정," 제2전시장 4(B-F)홀",2025 대입상담캠프,20250718 1000~20250719 1700,부산광역시교육청 / 부산광역시교육청학력개발원 부산진로진학지원센터,2025-07-18,2025-07-19
591,591,국문,전시일정," 제2전시장 5A홀",연산 하늘채엘센트로 입주박람회,20250719 0000~20250720 0000,오케이시스템,2025-07-19,2025-07-20
592,592,국문,전시일정," 제2전시장 4(D-E)홀",2025 K-에듀 웨이브 - 부산,20250724 1000~20250726 1700,"한국스마트에듀테크협동조합 / 한국스마트에듀테크협동조합, 경상디지털교육자연합, 한국중등교장협의회, (사)한국미래교육연합회",2025-07-24,2025-07-26
593,593,국문,전시일정," 제2전시장 4(A-C)홀",제79회 프랜차이즈창업박람회 2025,20250724 1000~20250726 1700,(주)월드전람,2025-07-24,2025-07-26
594,594,국문,전시일정," 제1전시장  2A홀",동반성장페어와 함께하는 2025 부산 브랜드 페스타,20250725 1000~20250727 1800,"부산광역시, 부산CBS, 동반성장위원회 / 벡스코, 한국문화컨텐츠협회",2025-07-25,2025-07-27
595,595,국문,전시일정," 제1전시장  3홀",2025 로컬콘텐츠페스타,20250725 1000~20250727 1800,KBC 광주방송 / KBC,2025-07-25,2025-07-27
596,596,국문,전시일정," 제2전시장 4F홀",BWB 웨딩박람회,20250725 1100~20250727 1900,부산 결혼 출산 장려협회,2025-07-25,2025-07-27
597,597,국문,전시일정,제2전시장 4(A-C)홀,2025 부산 어린이박람회,20250801 1000~20250803 1700,한국어린이문화원/동아일보/채널A,2025-08-01,2025-08-03
598,598,국문,전시일정,제2전시장 4(E-F)홀,렙타일페어,20250802 0000~20250803 0000,빅혼,2025-08-02,2025-08-03
599,599,국문,전시일정,제1전시장 1홀,2025 부산국제불교박람회,20250807 1000~20250810 1800,"불교신문, BBS부산불교방송 ",2025-08-07,2025-08-10
600,600,국문,전시일정," 제1전시장  2A홀","2025 부산네일엑스포 ",20250808 0900~20250810 1800,"한국네일협회 / (주)케이엠티인너내셔널 ",2025-08-08,2025-08-10
