id,title,genre,location,seats,region,t_d,s_y,s_m,s_d,e_y,e_m,e_d
461,이찬원 첫번째 팬콘서트: Chan’s Time [대구],대중음악,엑스코(exco),9000,대구,이찬원 첫번째 팬콘서트: Chan’s Time [대구]|2021-12-24,2021,12,24,2021,12,25
462,"NCT 127 2ND TOUR, NEO CITY: THE LINK [서울]",대중음악,고척스카이돔,16744,서울,"NCT 127 2ND TOUR, NEO CITY: THE LINK [서울]|2021-12-17",2021,12,17,2021,12,19
463,이찬원 첫번째 팬콘서트: Chan’s Time [인천],대중음악,송도컨벤시아,5000,인천,이찬원 첫번째 팬콘서트: Chan’s Time [인천]|2021-12-18,2021,12,18,2021,12,19
464,"정승환의 안녕 겨울: 다시 여기, 우리 [부산]",대중음악,벡스코 (BEXCO),4002,부산,"정승환의 안녕 겨울: 다시 여기, 우리 [부산]|2021-12-26",2021,12,26,2021,12,26
465,"정승환의 안녕 겨울: 다시 여기, 우리 [서울]",대중음악,올림픽공원,5003,서울,"정승환의 안녕 겨울: 다시 여기, 우리 [서울]|2021-12-17",2021,12,17,2021,12,19
466,나훈아 AGAIN 테스형 [서울],대중음악,올림픽공원,15000,서울,나훈아 AGAIN 테스형 [서울]|2021-12-17,2021,12,17,2021,12,19
467,NU’EST CONCERT: THE BLACK,대중음악,잠실종합운동장,11032,서울,NU’EST CONCERT: THE BLACK|2021-11-26,2021,11,26,2021,11,28
468,WOODZ LIVE: The Invisible City,대중음악,올림픽공원,5003,서울,WOODZ LIVE: The Invisible City|2021-12-11,2021,12,11,2021,12,12
469,YB 전국투어 콘서트: LIGHTS [서울],대중음악,경희대학교 평화의전당,4500,서울,YB 전국투어 콘서트: LIGHTS [서울]|2021-12-24,2021,12,24,2021,12,25
470,빈 필하모닉 & 리카르도 무티 [부산],서양음악(클래식),벡스코 (BEXCO),4002,부산,빈 필하모닉 & 리카르도 무티 [부산]|2021-11-17,2021,11,17,2021,11,17
471,쇼미더머니10 콘서트: THE CLIMAX [서울],대중음악,올림픽공원,15000,서울,쇼미더머니10 콘서트: THE CLIMAX [서울]|2021-12-11,2021,12,11,2021,12,12
472,나훈아 AGAIN 테스형 [부산],대중음악,벡스코 (BEXCO),18000,부산,나훈아 AGAIN 테스형 [부산]|2021-12-10,2021,12,10,2021,12,12
473,THE BOYZ FAN CON: THE B-ZONE,대중음악,올림픽공원,5003,서울,THE BOYZ FAN CON: THE B-ZONE|2021-12-03,2021,12,3,2021,12,5
474,박재정 콘서트: 편지,대중음악,장충체육관,4507,서울,박재정 콘서트: 편지|2021-11-20,2021,11,20,2021,11,21
475,"이승철 전국투어 콘서트: 우리, 이제 만나요 [광주]",대중음악,광주여자대학교,8337,광주,"이승철 전국투어 콘서트: 우리, 이제 만나요 [광주]|2021-12-11",2021,12,11,2021,12,11
476,"이승철 전국투어 콘서트, 우리 이제 만나요 [서울]",대중음악,코엑스,7000,서울,"이승철 전국투어 콘서트, 우리 이제 만나요 [서울]|2021-12-24",2021,12,24,2021,12,25
477,"스트릿 우먼 파이터, ON THE STAGE [대구]",대중무용,엑스코(exco),12000,대구,"스트릿 우먼 파이터, ON THE STAGE [대구]|2021-12-12",2021,12,12,2021,12,12
478,SBS Super 콘서트 in 대구,대중음악,대구스타디움,66422,대구,SBS Super 콘서트 in 대구|2021-10-31,2021,10,31,2021,10,31
479,슈퍼밴드2 콘서트 [부산],대중음악,부산사직실내체육관,14099,부산,슈퍼밴드2 콘서트 [부산]|2021-12-04,2021,12,4,2021,12,4
480,"스트릿 우먼 파이터, ON THE STAGE [광주]",대중무용,광주여자대학교,8337,광주,"스트릿 우먼 파이터, ON THE STAGE [광주]|2021-12-04",2021,12,4,2021,12,4
481,"스트릿 우먼 파이터, ON THE STAGE [창원]",대중무용,창원컨벤션센터,10400,경남,"스트릿 우먼 파이터, ON THE STAGE [창원]|2021-12-18",2021,12,18,2021,12,18
482,"스트릿 우먼 파이터, ON THE STAGE [인천]",대중무용,송도컨벤시아,5000,인천,"스트릿 우먼 파이터, ON THE STAGE [인천]|2021-12-25",2021,12,25,2021,12,25
483,"스트릿 우먼 파이터, ON THE STAGE [서울]",대중무용,잠실학생체육관,5400,서울,"스트릿 우먼 파이터, ON THE STAGE [서울]|2021-11-20",2021,11,20,2021,11,21
484,"스트릿 우먼 파이터, ON THE STAGE [부산]",대중무용,벡스코 (BEXCO),4002,부산,"스트릿 우먼 파이터, ON THE STAGE [부산]|2021-11-27",2021,11,27,2021,11,27
485,출동! 슈퍼윙스: 빅콘서트 [부산],뮤지컬,벡스코 (BEXCO),4002,부산,출동! 슈퍼윙스: 빅콘서트 [부산]|2021-12-11,2021,12,11,2021,12,12
486,백지영 전국투어 콘서트: BAEK HUG [서울],대중음악,코엑스,7000,서울,백지영 전국투어 콘서트: BAEK HUG [서울]|2021-12-26,2021,12,26,2021,12,26
487,"거미 전국투어 콘서트: 다시, Winter Ballad [서울]",대중음악,코엑스,7000,서울,"거미 전국투어 콘서트: 다시, Winter Ballad [서울]|2021-12-30",2021,12,30,2021,12,31
488,SOMEDAY THEATRE CANTABILE [부산],대중음악,벡스코 (BEXCO),4002,부산,SOMEDAY THEATRE CANTABILE [부산]|2021-10-24,2021,10,24,2021,10,24
489,장민호 단독 콘서트 투어: 드라마 [인천],대중음악,송도컨벤시아,5000,인천,장민호 단독 콘서트 투어: 드라마 [인천]|2021-11-13,2021,11,13,2021,11,14
490,백지영 전국투어 콘서트: BAEK HUG [부산],대중음악,벡스코 (BEXCO),4002,부산,백지영 전국투어 콘서트: BAEK HUG [부산]|2021-11-20,2021,11,20,2021,11,20
491,백지영 전국투어 콘서트: BAEK HUG [대구],대중음악,엑스코(exco),9000,대구,백지영 전국투어 콘서트: BAEK HUG [대구]|2021-12-18,2021,12,18,2021,12,18
492,ENCORE: 프랑스 뮤지컬 내한 콘서트 [부산],뮤지컬,벡스코 (BEXCO),4002,부산,ENCORE: 프랑스 뮤지컬 내한 콘서트 [부산]|2021-12-03,2021,12,3,2021,12,5
493,더 라이벌 듀오콘서트: 김경민X이나우 with 또모 3.0 [부산],서양음악(클래식),벡스코 (BEXCO),4002,부산,더 라이벌 듀오콘서트: 김경민X이나우 with 또모 3.0 [부산]|2021-10-23,2021,10,23,2021,10,23
494,장윤정 라이브 콘서트 [수원],대중음악,수원컨벤션센터,7000,경기,장윤정 라이브 콘서트 [수원]|2021-12-05,2021,12,5,2021,12,5
495,3인3색 구애 [부산],서양음악(클래식),벡스코 (BEXCO),4002,부산,3인3색 구애 [부산]|2021-10-17,2021,10,17,2021,10,17
496,이미자 노래인생 60년 기념 음악회 [부산],대중음악,벡스코 (BEXCO),4002,부산,이미자 노래인생 60년 기념 음악회 [부산]|2021-10-16,2021,10,16,2021,10,16
497,"헤이지니 & 럭키강이 시즌2, 비밀의문 [부산]",뮤지컬,벡스코 (BEXCO),4002,부산,"헤이지니 & 럭키강이 시즌2, 비밀의문 [부산]|2021-09-25",2021,9,25,2021,9,26
498,내일은 미스터트롯 TOP6 전국투어 콘서트 [대구(앵콜)],대중음악,엑스코(exco),12000,대구,내일은 미스터트롯 TOP6 전국투어 콘서트 [대구(앵콜)]|2021-08-13,2021,8,13,2021,8,15
499,하성운(HA SUNG WOON) Forest & [대구],대중음악,엑스코(exco),12000,대구,하성운(HA SUNG WOON) Forest & [대구]|2021-08-21,2021,8,21,2021,8,21
500,나훈아 AGAIN 테스형 [대구],대중음악,엑스코(exco),12000,대구,나훈아 AGAIN 테스형 [대구]|2021-07-16,2021,7,16,2021,7,18
501,내일은 미스터트롯 TOP6 전국투어 콘서트 [청주],대중음악,청주교육대학교,4800,충북,내일은 미스터트롯 TOP6 전국투어 콘서트 [청주]|2021-07-10,2021,7,10,2021,7,11
502,내일은 미스터트롯 TOP6 전국투어 콘서트 [서울],대중음악,올림픽공원,15000,서울,내일은 미스터트롯 TOP6 전국투어 콘서트 [서울]|2021-07-02,2021,7,2,2021,8,8
503,뷰티풀 민트 라이프,대중음악,올림픽공원,10000,서울,뷰티풀 민트 라이프|2021-06-26,2021,6,26,2021,6,27
504,국제해양방위산업전 기념 대한민국 해군 호국음악회,대중음악,벡스코 (BEXCO),4002,부산,국제해양방위산업전 기념 대한민국 해군 호국음악회|2021-06-11,2021,6,11,2021,6,11
505,"제23회 서울드럼페스티벌, 회귀",대중음악,장충체육관,4507,서울,"제23회 서울드럼페스티벌, 회귀|2021-05-28",2021,5,28,2021,5,29
506,레떼아모르 단독 콘서트: YOU'RE MY EVERYTHING [부산],서양음악(클래식),벡스코 (BEXCO),4002,부산,레떼아모르 단독 콘서트: YOU'RE MY EVERYTHING [부산]|2021-06-19,2021,6,19,2021,6,19
507,싸이 올나잇스탠드: 막차와 첫차 싸이 [서울],대중음악,올림픽공원,15000,서울,싸이 올나잇스탠드: 막차와 첫차 싸이 [서울]|2022-12-22,2022,12,22,2022,12,24
508,박창근 전국투어 콘서트 [강릉(앵콜)],대중음악,가톨릭관동대학교,6017,강원,박창근 전국투어 콘서트 [강릉(앵콜)]|2022-12-24,2022,12,24,2022,12,24
509,BRANDNEW YEAR,대중음악,장충체육관,4507,서울,BRANDNEW YEAR|2022-12-18,2022,12,18,2022,12,18
510,"남성초등학교 60주년 기념음악회, Above & Beyond Rising satr gala concert",서양음악(클래식),벡스코 (BEXCO),4002,부산,"남성초등학교 60주년 기념음악회, Above & Beyond Rising satr gala concert|2022-12-01",2022,12,1,2022,12,1
511,THE CRY X-MAS,대중음악,수원컨벤션센터,7000,경기,THE CRY X-MAS|2022-12-24,2022,12,24,2022,12,25
512,KIM HO JOONG CONCERT TOUR: ARISTRA [부산],대중음악,벡스코 (BEXCO),18000,부산,KIM HO JOONG CONCERT TOUR: ARISTRA [부산]|2022-12-17,2022,12,17,2022,12,18
513,XIA Ballad & Musical Concert with Orchestra Vol.8,대중음악,코엑스,7000,서울,XIA Ballad & Musical Concert with Orchestra Vol.8|2022-12-23,2022,12,23,2022,12,25
514,SHINHWA WDJ CONCERT: COME TO LIFE,대중음악,잠실종합운동장,11032,서울,SHINHWA WDJ CONCERT: COME TO LIFE|2022-12-30,2022,12,30,2022,12,31
515,BTOB 10TH ANNIVERSARY CONCERT: Be Together,대중음악,올림픽공원,15000,서울,BTOB 10TH ANNIVERSARY CONCERT: Be Together|2022-12-30,2022,12,30,2023,1,1
516,CRUSH ON YOU TOUR: CRUSH HOUR [부산],대중음악,벡스코 (BEXCO),18000,부산,CRUSH ON YOU TOUR: CRUSH HOUR [부산]|2022-12-30,2022,12,30,2022,12,30
517,CRUSH ON YOU TOUR: CRUSH HOUR [대구],대중음악,엑스코(exco),9000,대구,CRUSH ON YOU TOUR: CRUSH HOUR [대구]|2022-12-17,2022,12,17,2022,12,17
518,10CM Winter Concert: 10CM [서울],대중음악,올림픽공원,5003,서울,10CM Winter Concert: 10CM [서울]|2022-12-16,2022,12,16,2022,12,18
519,KIM HO JOONG CONCERT TOUR: ARISTRA [대구],대중음악,엑스코(exco),12000,대구,KIM HO JOONG CONCERT TOUR: ARISTRA [대구]|2022-12-10,2022,12,10,2022,12,11
520,CRUSH ON YOU TOUR: CRUSH HOUR [서울],대중음악,올림픽공원,5003,서울,CRUSH ON YOU TOUR: CRUSH HOUR [서울]|2022-12-23,2022,12,23,2022,12,25
521,나훈아 콘서트: Dream 5 [대구(앵콜)],대중음악,엑스코(exco),9000,대구,나훈아 콘서트: Dream 5 [대구(앵콜)]|2022-12-24,2022,12,24,2022,12,25
522,포르테 디 콰트로 크리스마스 콘서트: O Holy Night [부산],대중음악,벡스코 (BEXCO),4002,부산,포르테 디 콰트로 크리스마스 콘서트: O Holy Night [부산]|2022-12-24,2022,12,24,2022,12,24
523,임창정 전국투어 콘서트: Multiverse [서울],대중음악,잠실학생체육관,5400,서울,임창정 전국투어 콘서트: Multiverse [서울]|2022-12-23,2022,12,23,2022,12,24
524,임창정 전국투어 콘서트: Multiverse [부산],대중음악,벡스코 (BEXCO),18000,부산,임창정 전국투어 콘서트: Multiverse [부산]|2022-12-31,2022,12,31,2022,12,31
525,"Goodbye, Hello in NELL’S ROOM",대중음악,잠실학생체육관,5400,서울,"Goodbye, Hello in NELL’S ROOM|2022-12-30",2022,12,30,2023,1,1
526,박창근 전국투어 콘서트 [서울(앵콜)],대중음악,경희대학교 평화의전당,4500,서울,박창근 전국투어 콘서트 [서울(앵콜)]|2022-12-03,2022,12,3,2022,12,4
527,THE BOYZ FAN CON: THE B-ROAD,대중음악,잠실종합운동장,11032,서울,THE BOYZ FAN CON: THE B-ROAD|2022-12-02,2022,12,2,2022,12,3
528,이무진 전국투어 콘서트: 별책부록 [서울],대중음악,경희대학교 평화의전당,4500,서울,이무진 전국투어 콘서트: 별책부록 [서울]|2022-12-10,2022,12,10,2022,12,11
529,MMA: 멜론뮤직어워드,대중음악,고척스카이돔,16744,서울,MMA: 멜론뮤직어워드|2022-11-26,2022,11,26,2022,11,26
530,나훈아 콘서트: Dream 55 [서울(앵콜)],대중음악,올림픽공원,15000,서울,나훈아 콘서트: Dream 55 [서울(앵콜)]|2022-12-17,2022,12,17,2022,12,18
531,케이윌 전국투어: HERE AND NOW [인천],대중음악,삼산월드체육관,7140,인천,케이윌 전국투어: HERE AND NOW [인천]|2022-12-30,2022,12,30,2022,12,31
532,임창정 전국투어콘서트: Multiverse [강릉],대중음악,가톨릭관동대학교,6017,강원,임창정 전국투어콘서트: Multiverse [강릉]|2022-12-17,2022,12,17,2022,12,17
533,"WELOVE TOUR: 다시 일어나, Back to the Garden [부산]",대중음악,수영로교회,15000,부산,"WELOVE TOUR: 다시 일어나, Back to the Garden [부산]|2022-12-03",2022,12,3,2022,12,3
534,나훈아 콘서트: Dream 55 [진주],대중음악,진주실내체육관,5184,경남,나훈아 콘서트: Dream 55 [진주]|2022-12-03,2022,12,3,2022,12,3
535,멜로망스 전국투어 콘서트: Festival [부산],대중음악,벡스코 (BEXCO),4002,부산,멜로망스 전국투어 콘서트: Festival [부산]|2022-12-17,2022,12,17,2022,12,18
536,이석훈 연말 콘서트: 휴(休),대중음악,장충체육관,4507,서울,이석훈 연말 콘서트: 휴(休)|2022-12-10,2022,12,10,2022,12,11
537,장윤정 라이브 콘서트 [진주],대중음악,진주실내체육관,5184,경남,장윤정 라이브 콘서트 [진주]|2022-11-20,2022,11,20,2022,11,20
538,크리스마스 칸타타 [부산],뮤지컬,벡스코 (BEXCO),4002,부산,크리스마스 칸타타 [부산]|2022-12-07,2022,12,7,2022,12,11
539,자우림 단독 콘서트: MERRY SPOOKY X-MAS [서울],대중음악,올림픽공원,5003,서울,자우림 단독 콘서트: MERRY SPOOKY X-MAS [서울]|2022-12-09,2022,12,9,2022,12,11
540,성시경 연말 콘서트,대중음악,잠실종합운동장,11032,서울,성시경 연말 콘서트|2022-12-23,2022,12,23,2022,12,25
541,god: ON,대중음악,올림픽공원,15000,서울,god: ON|2022-12-09,2022,12,9,2022,12,11
542,god: ON [부산],대중음악,벡스코 (BEXCO),18000,부산,god: ON [부산]|2022-12-24,2022,12,24,2022,12,25
543,RIDE THE BEAT,대중음악,장충체육관,4507,서울,RIDE THE BEAT|2022-12-30,2022,12,30,2022,12,31
544,엠씨더맥스 이수 콘서트: 겨울나기 [서울],대중음악,코엑스,7000,서울,엠씨더맥스 이수 콘서트: 겨울나기 [서울]|2022-12-30,2022,12,30,2022,12,31
545,엠씨더맥스 이수 콘서트: 겨울나기 [부산],대중음악,부산사직실내체육관,14099,부산,엠씨더맥스 이수 콘서트: 겨울나기 [부산]|2022-12-24,2022,12,24,2022,12,24
546,엠씨더맥스 이수 콘서트: 겨울나기 [광주],대중음악,광주여자대학교,8337,광주,엠씨더맥스 이수 콘서트: 겨울나기 [광주]|2022-12-10,2022,12,10,2022,12,10
547,임영웅 콘서트: IM HERO [서울(앵콜)],대중음악,고척스카이돔,16744,서울,임영웅 콘서트: IM HERO [서울(앵콜)]|2022-12-10,2022,12,10,2022,12,11
548,KIM HO JOONG CONCERT TOUR: ARISTRA [광주],대중음악,광주여자대학교,8337,광주,KIM HO JOONG CONCERT TOUR: ARISTRA [광주]|2022-11-19,2022,11,19,2022,11,20
549,김범수 콘서트: 명품이즈백 [부산],대중음악,부산사직실내체육관,14099,부산,김범수 콘서트: 명품이즈백 [부산]|2022-12-31,2022,12,31,2022,12,31
550,김범수 콘서트: 명품이즈백 [서울],대중음악,장충체육관,4507,서울,김범수 콘서트: 명품이즈백 [서울]|2022-12-23,2022,12,23,2022,12,25
551,임영웅 콘서트: IM HERO [부산(앵콜)],대중음악,벡스코 (BEXCO),18000,부산,임영웅 콘서트: IM HERO [부산(앵콜)]|2022-12-02,2022,12,2,2022,12,4
552,조용필 & 위대한 탄생 콘서트,대중음악,올림픽공원,15000,서울,조용필 & 위대한 탄생 콘서트|2022-11-26,2022,11,26,2022,12,4
553,송가인 전국투어 콘서트 [서울(앵콜)],대중음악,경희대학교 평화의전당,4500,서울,송가인 전국투어 콘서트 [서울(앵콜)]|2022-12-17,2022,12,17,2022,12,18
554,나훈아 콘서트: Dream 55 [강릉],대중음악,강릉 아이스아레나,12000,강원,나훈아 콘서트: Dream 55 [강릉]|2022-11-12,2022,11,12,2022,11,12
555,라포엠 단독 콘서트: LA POEM SYMPHONY [서울],대중음악,장충체육관,4507,서울,라포엠 단독 콘서트: LA POEM SYMPHONY [서울]|2022-11-19,2022,11,19,2022,11,20
556,임재범 전국투어 콘서트 [대구],대중음악,엑스코(exco),9000,대구,임재범 전국투어 콘서트 [대구]|2022-12-31,2022,12,31,2022,12,31
557,임재범 전국투어 콘서트 [광주],대중음악,광주여자대학교,8337,광주,임재범 전국투어 콘서트 [광주]|2022-12-24,2022,12,24,2022,12,24
558,임재범 전국투어 콘서트 [부산],대중음악,벡스코 (BEXCO),18000,부산,임재범 전국투어 콘서트 [부산]|2022-12-10,2022,12,10,2022,12,10
559,장윤정 라이브 콘서트 [안동],대중음악,안동실내체육관,6209,경북,장윤정 라이브 콘서트 [안동]|2022-12-03,2022,12,3,2022,12,3
560,스트릿 맨 파이터 ON THE STAGE 전국투어 [광주],대중무용,광주여자대학교,8337,광주,스트릿 맨 파이터 ON THE STAGE 전국투어 [광주]|2022-12-03,2022,12,3,2022,12,3
561,스트릿 맨 파이터 ON THE STAGE 전국투어 [수원],대중무용,수원컨벤션센터,7000,경기,스트릿 맨 파이터 ON THE STAGE 전국투어 [수원]|2022-12-31,2022,12,31,2022,12,31
562,스트릿 맨 파이터 ON THE STAGE 전국투어 [인천],대중무용,송도컨벤시아,5000,인천,스트릿 맨 파이터 ON THE STAGE 전국투어 [인천]|2022-12-24,2022,12,24,2022,12,24
563,광양 KPOP 페스티벌,대중음악,광양공설운동장,7980,전남,광양 KPOP 페스티벌|2022-10-22,2022,10,22,2022,10,22
564,스트릿 맨 파이터 ON THE STAGE 전국투어 [부산],대중무용,벡스코 (BEXCO),18000,부산,스트릿 맨 파이터 ON THE STAGE 전국투어 [부산]|2022-12-10,2022,12,10,2022,12,10
565,스트릿 맨 파이터 ON THE STAGE 전국투어 [창원],대중무용,창원컨벤션센터,10400,경남,스트릿 맨 파이터 ON THE STAGE 전국투어 [창원]|2022-12-17,2022,12,17,2022,12,17
566,스트릿 맨 파이터 ON THE STAGE 전국투어 [대구],대중음악,엑스코(exco),9000,대구,스트릿 맨 파이터 ON THE STAGE 전국투어 [대구]|2022-11-26,2022,11,26,2022,11,26
567,마룬파이브 내한공연 (Maroon 5 Live in Seoul),대중음악,고척스카이돔,16744,서울,마룬파이브 내한공연 (Maroon 5 Live in Seoul)|2022-11-30,2022,11,30,2022,11,30
568,영탁 단독 콘서트: TAK SHOW [서울(앵콜)],대중음악,올림픽공원,15000,서울,영탁 단독 콘서트: TAK SHOW [서울(앵콜)]|2022-11-18,2022,11,18,2022,11,20
569,임창정 전국투어콘서트: Multiverse [광주],대중음악,광주여자대학교,8337,광주,임창정 전국투어콘서트: Multiverse [광주]|2022-11-26,2022,11,26,2022,11,26
570,백지영 전국투어 콘서트: GO BAEK [서울],대중음악,코엑스,7000,서울,백지영 전국투어 콘서트: GO BAEK [서울]|2022-12-18,2022,12,18,2022,12,18
571,백지영 전국투어 콘서트: GO BAEK [대구],대중음악,엑스코(exco),12000,대구,백지영 전국투어 콘서트: GO BAEK [대구]|2022-12-24,2022,12,24,2022,12,24
572,백지영 전국투어 콘서트: GO BAEK [광주],대중음악,광주여자대학교,8337,광주,백지영 전국투어 콘서트: GO BAEK [광주]|2022-12-31,2022,12,31,2022,12,31
573,남진 콘서트 [서울],대중음악,경희대학교 평화의전당,4500,서울,남진 콘서트 [서울]|2022-11-26,2022,11,26,2022,11,26
574,"딥플리 콘서트, 넬 & 지소울 & 정준일 [부산]",대중음악,벡스코 (BEXCO),4002,부산,"딥플리 콘서트, 넬 & 지소울 & 정준일 [부산]|2022-12-03",2022,12,3,2022,12,3
575,잔나비 전국투어: 판타스틱 올드 패션드 송년 [부산],대중음악,벡스코 (BEXCO),4002,부산,잔나비 전국투어: 판타스틱 올드 패션드 송년 [부산]|2022-11-05,2022,11,5,2022,11,6
576,"NCT 127 2ND TOUR, NEO CITY: THE LINK + [서울]",대중음악,잠실종합운동장,65599,서울,"NCT 127 2ND TOUR, NEO CITY: THE LINK + [서울]|2022-10-22",2022,10,22,2022,10,23
577,에일리 전국투어 콘서트: 한 걸음 더 [부산],대중음악,벡스코 (BEXCO),4002,부산,에일리 전국투어 콘서트: 한 걸음 더 [부산]|2022-12-31,2022,12,31,2022,12,31
578,"정승환의 안녕, 겨울: 그럼에도 사랑하게 될 날들 [서울]",대중음악,올림픽공원,5003,서울,"정승환의 안녕, 겨울: 그럼에도 사랑하게 될 날들 [서울]|2022-12-30",2022,12,30,2022,12,31
579,거미 20주년 전국투어 콘서트: BE ORIGIN [인천],대중음악,송도컨벤시아,5000,인천,거미 20주년 전국투어 콘서트: BE ORIGIN [인천]|2022-12-31,2022,12,31,2022,12,31
580,KEY CONCERT: G.O.A.T. (Greatest Of All Time) IN THE KEYLAND,대중음악,장충체육관,4507,서울,KEY CONCERT: G.O.A.T. (Greatest Of All Time) IN THE KEYLAND|2022-10-22,2022,10,22,2022,10,23
581,나훈아 콘서트: Dream 55 [울산],대중음악,울산동천체육관,5831,울산,나훈아 콘서트: Dream 55 [울산]|2022-10-29,2022,10,29,2022,10,29
582,"한국문화축제, 더케이 콘서트 (THE-K Concert)",대중음악,잠실종합운동장,65599,서울,"한국문화축제, 더케이 콘서트 (THE-K Concert)|2022-10-07",2022,10,7,2022,10,7
583,SOMEDAY PLEROMA,대중음악,연세대학교 노천극장,7500,서울,SOMEDAY PLEROMA|2022-10-09,2022,10,9,2022,10,10
584,LOONA 1st WORLD TOUR: LOONATHEWORLD [서울],대중음악,올림픽공원,5003,서울,LOONA 1st WORLD TOUR: LOONATHEWORLD [서울]|2022-10-15,2022,10,15,2022,10,16
585,그레이트 서울 인베이전 FINAL 3 생방송,대중음악,올림픽공원,5003,서울,그레이트 서울 인베이전 FINAL 3 생방송|2022-09-29,2022,9,29,2022,9,29
586,조항조 & 진성 앙상블콘서트 [안양],대중음악,안양종합운동장,6690,경기,조항조 & 진성 앙상블콘서트 [안양]|2022-11-19,2022,11,19,2022,11,19
587,TREASURE CONCERT [서울],대중음악,올림픽공원,15000,서울,TREASURE CONCERT [서울]|2022-11-12,2022,11,12,2022,11,13
588,K-POP WORLD FESTIVAL [창원],대중음악,창원스포츠파크,27085,경남,K-POP WORLD FESTIVAL [창원]|2022-10-07,2022,10,7,2022,10,7
589,"ATEEZ WORLD TOUR, THE FELLOWSHIP: BREAK THE WALL",대중음악,잠실종합운동장,11032,서울,"ATEEZ WORLD TOUR, THE FELLOWSHIP: BREAK THE WALL|2022-10-29",2022,10,29,2022,10,30
590,안동 K-POP 콘서트,대중음악,안동실내체육관,6209,경북,안동 K-POP 콘서트|2022-10-09,2022,10,9,2022,10,9
591,거미 20주년 전국투어 콘서트: BE ORIGIN [천안],대중음악,남서울대학교 성암문화체육관,5500,충남,거미 20주년 전국투어 콘서트: BE ORIGIN [천안]|2022-11-12,2022,11,12,2022,11,12
592,송골매 전국 투어 콘서트: 열망(熱望) [인천],대중음악,송도컨벤시아,5000,인천,송골매 전국 투어 콘서트: 열망(熱望) [인천]|2022-11-12,2022,11,12,2022,11,12
593,LOVESOME: 보통의 언어들,대중음악,연세대학교 노천극장,7500,서울,LOVESOME: 보통의 언어들|2022-09-17,2022,9,17,2022,9,18
594,"에일리 전국투어 콘서트, 한 걸음 더 [안양]",대중음악,안양종합운동장,6690,경기,"에일리 전국투어 콘서트, 한 걸음 더 [안양]|2022-11-20",2022,11,20,2022,11,20
595,하이라이트 팬콘: 하이라이트 운동회,대중음악,장충체육관,4507,서울,하이라이트 팬콘: 하이라이트 운동회|2022-10-15,2022,10,15,2022,10,16
596,그레이트 서울 인베이전 전국투어 콘서트 [서울],대중음악,올림픽공원,5003,서울,그레이트 서울 인베이전 전국투어 콘서트 [서울]|2022-10-01,2022,10,1,2022,10,2
597,KIM HO JOONG CONCERT TOUR: ARISTRA [서울],대중음악,올림픽공원,15000,서울,KIM HO JOONG CONCERT TOUR: ARISTRA [서울]|2022-09-30,2022,9,30,2022,10,2
598,송가인 전국투어 콘서트 [부천],대중음악,부천실내체육관,5403,경기,송가인 전국투어 콘서트 [부천]|2022-11-12,2022,11,12,2022,11,13
599,"BOF 부산원아시아페스티벌, K-POP Concert",대중음악,부산아시아드 경기장,53769,부산,"BOF 부산원아시아페스티벌, K-POP Concert|2022-10-30",2022,10,30,2022,10,30
600,송가인 전국투어 콘서트 [천안],대중음악,남서울대학교 성암문화체육관,5500,충남,송가인 전국투어 콘서트 [천안]|2022-10-15,2022,10,15,2022,10,16
601,임재범 전국투어콘서트 [서울],대중음악,올림픽공원,15000,서울,임재범 전국투어콘서트 [서울]|2022-10-29,2022,10,29,2022,10,30
602,"부산세계박람회 유치 기원 콘서트, BTS: Yet To Come in BUSAN",대중음악,부산아시아드 경기장,53769,부산,"부산세계박람회 유치 기원 콘서트, BTS: Yet To Come in BUSAN|2022-10-15",2022,10,15,2022,10,15
603,제13회 인천 K-POP CONCERT,대중음악,인천문학경기장,49084,인천,제13회 인천 K-POP CONCERT|2022-10-01,2022,10,1,2022,10,1
604,장윤정 라이브 콘서트 [구미],대중음악,박정희체육관,6273,경북,장윤정 라이브 콘서트 [구미]|2022-11-12,2022,11,12,2022,11,12
605,송골매 전국 투어 콘서트: 열망(熱望) [광주],대중음악,광주여자대학교,8337,광주,송골매 전국 투어 콘서트: 열망(熱望) [광주]|2022-10-22,2022,10,22,2022,10,22
606,주현미 콘서트 [부산],대중음악,벡스코 (BEXCO),4002,부산,주현미 콘서트 [부산]|2022-10-29,2022,10,29,2022,10,29
607,타임캡슐 슈퍼콘서트 [부산],대중음악,신라대학교,5000,부산,타임캡슐 슈퍼콘서트 [부산]|2022-10-01,2022,10,1,2022,10,2
608,MONSTA X TOUR: NO LIMIT [서울],대중음악,올림픽공원,5003,서울,MONSTA X TOUR: NO LIMIT [서울]|2022-09-02,2022,9,2,2022,9,4
609,시네마 음악회 [부산],대중음악,(재) 영화의전당,4000,부산,시네마 음악회 [부산]|2022-09-24,2022,9,24,2022,9,24
610,10월의 어느 멋진 날에 [부산],서양음악(클래식),(재) 영화의전당,4000,부산,10월의 어느 멋진 날에 [부산]|2022-10-30,2022,10,30,2022,10,30
611,희망 사랑 환경콘서트 [부산],대중음악,벡스코 (BEXCO),4002,부산,희망 사랑 환경콘서트 [부산]|2022-10-08,2022,10,8,2022,10,8
612,장윤정 라이브 콘서트 [인천],대중음악,인천남동체육관,8828,인천,장윤정 라이브 콘서트 [인천]|2022-10-23,2022,10,23,2022,10,23
