id,title,genre,location,seats,region,t_d,s_y,s_m,s_d,e_y,e_m,e_d
1022,"BoA 20th Anniversary Live, THE BoA: Musicality [부산]",대중음악,벡스코 (BEXCO),4002,부산,"BoA 20th Anniversary Live, THE BoA: Musicality [부산]|2023-04-01",2023,4,1,2023,4,1
1023,미스터트롯2 전국투어 콘서트 [부산],대중음악,벡스코 (BEXCO),18000,부산,미스터트롯2 전국투어 콘서트 [부산]|2023-07-08,2023,7,8,2023,7,9
1024,불타는 트롯맨 전국투어 콘서트 [부산],대중음악,벡스코 (BEXCO),18000,부산,불타는 트롯맨 전국투어 콘서트 [부산]|2023-07-29,2023,7,29,2023,7,30
1025,불타는 트롯맨 전국투어 콘서트 [수원],대중음악,수원컨벤션센터,7000,경기,불타는 트롯맨 전국투어 콘서트 [수원]|2023-08-05,2023,8,5,2023,8,6
1026,톤앤뮤직 페스티벌,대중음악,올림픽공원,10000,서울,톤앤뮤직 페스티벌|2023-06-03,2023,6,3,2023,6,4
1027,미스터트롯2 전국투어 콘서트 [인천],대중음악,송도컨벤시아,5000,인천,미스터트롯2 전국투어 콘서트 [인천]|2023-06-24,2023,6,24,2023,6,25
1028,불타는 트롯맨 전국투어 콘서트 [광주],대중음악,광주여자대학교,8337,광주,불타는 트롯맨 전국투어 콘서트 [광주]|2023-05-06,2023,5,6,2023,5,6
1029,불타는 트롯맨 전국투어 콘서트 [전주],대중음악,한국소리문화의전당,7000,전북,불타는 트롯맨 전국투어 콘서트 [전주]|2023-06-03,2023,6,3,2023,6,4
1030,불타는 트롯맨 전국투어 콘서트 [인천],대중음악,송도컨벤시아,5000,인천,불타는 트롯맨 전국투어 콘서트 [인천]|2023-05-13,2023,5,13,2023,5,13
1031,미스터트롯2 전국투어 콘서트 [대구],대중음악,엑스코(exco),12000,대구,미스터트롯2 전국투어 콘서트 [대구]|2023-05-13,2023,5,13,2023,5,14
1032,미스터트롯2 전국투어 콘서트 [창원],대중음악,창원컨벤션센터,10400,경남,미스터트롯2 전국투어 콘서트 [창원]|2023-05-27,2023,5,27,2023,5,28
1033,송골매 전국 투어 콘서트: 열망(熱望) [서울(앵콜)],대중음악,올림픽공원,15000,서울,송골매 전국 투어 콘서트: 열망(熱望) [서울(앵콜)]|2023-04-22,2023,4,22,2023,4,23
1034,미스터트롯2 전국투어 콘서트 [서울],대중음악,올림픽공원,15000,서울,미스터트롯2 전국투어 콘서트 [서울]|2023-05-05,2023,5,5,2023,5,7
1035,Red Velvet 4th Concert: R to V,대중음악,올림픽공원,15000,서울,Red Velvet 4th Concert: R to V|2023-04-01,2023,4,1,2023,4,2
1036,이상한 나라의 앨리스 오리지널 내한공연 [부산],서커스/마술,벡스코 (BEXCO),4002,부산,이상한 나라의 앨리스 오리지널 내한공연 [부산]|2023-05-20,2023,5,20,2023,5,21
1037,불타는 트롯맨 전국투어 콘서트 [서울],대중음악,올림픽공원,15000,서울,불타는 트롯맨 전국투어 콘서트 [서울]|2023-04-29,2023,4,29,2023,4,30
1038,라포엠 앨범 발매 투어: The Alchemist [서울],서양음악(클래식),경희대학교 평화의전당,4500,서울,라포엠 앨범 발매 투어: The Alchemist [서울]|2023-03-25,2023,3,25,2023,3,26
1039,장구의 신 박서진 Show [서울],대중음악,올림픽공원,5003,서울,장구의 신 박서진 Show [서울]|2023-03-05,2023,3,5,2023,3,5
1040,LOVESOME: 불편한 편의점,대중음악,잠실종합운동장,65599,서울,LOVESOME: 불편한 편의점|2023-04-22,2023,4,22,2023,4,23
1041,SG워너비 콘서트: 우리의 노래 [서울],대중음악,올림픽공원,5003,서울,SG워너비 콘서트: 우리의 노래 [서울]|2023-03-31,2023,3,31,2023,4,2
1042,"TOMORROW x TOGETHER WORLD TOUR, ACT: SWEET MIRAGE [서울]",대중음악,올림픽공원,15000,서울,"TOMORROW x TOGETHER WORLD TOUR, ACT: SWEET MIRAGE [서울]|2023-03-25",2023,3,25,2023,3,26
1043,양지원 20주년 콘서트: 금의환향,대중음악,부천실내체육관,5403,경기,양지원 20주년 콘서트: 금의환향|2023-05-06,2023,5,6,2023,5,6
1044,원픽 페스티벌,대중음악,연세대학교 노천극장,7500,서울,원픽 페스티벌|2023-04-29,2023,4,29,2023,4,30
1045,윤하 콘서트: c/2023YH [서울(앵콜)],대중음악,올림픽공원,5003,서울,윤하 콘서트: c/2023YH [서울(앵콜)]|2023-03-11,2023,3,11,2023,3,12
1046,장민호 단독 콘서트: 호시절 (好時節) [서울(앵콜)],대중음악,경희대학교 평화의전당,4500,서울,장민호 단독 콘서트: 호시절 (好時節) [서울(앵콜)]|2023-03-04,2023,3,4,2023,3,5
1047,이승윤 전국투어 콘서트: DOCKING [부산],대중음악,벡스코 (BEXCO),4002,부산,이승윤 전국투어 콘서트: DOCKING [부산]|2023-03-11,2023,3,11,2023,3,11
1048,포레스텔라 콘서트: The Royal [서울(앵콜)],서양음악(클래식),올림픽공원,5003,서울,포레스텔라 콘서트: The Royal [서울(앵콜)]|2023-02-25,2023,2,25,2023,2,26
1049,이승윤 전국투어 콘서트: DOCKING [서울],대중음악,올림픽공원,5003,서울,이승윤 전국투어 콘서트: DOCKING [서울]|2023-02-18,2023,2,18,2023,2,19
1050,써클차트 뮤직 어워즈,대중음악,올림픽공원,15000,서울,써클차트 뮤직 어워즈|2023-02-18,2023,2,18,2023,2,18
1051,aespa 1st Concert: SYNK : HYPER LINE,대중음악,잠실종합운동장,11032,서울,aespa 1st Concert: SYNK : HYPER LINE|2023-02-25,2023,2,25,2023,2,26
1052,남진 60주년 콘서트 [인천],대중음악,송도컨벤시아,5000,인천,남진 60주년 콘서트 [인천]|2023-03-11,2023,3,11,2023,3,11
1053,임재범 전국투어 콘서트 [인천],대중음악,송도컨벤시아,5000,인천,임재범 전국투어 콘서트 [인천]|2023-03-25,2023,3,25,2023,3,25
1054,제32회 서울가요대상,대중음악,올림픽공원,15000,서울,제32회 서울가요대상|2023-01-19,2023,1,19,2023,1,19
1055,장윤정 라이브 콘서트 [군산],대중음악,월명종합경기장,6600,전북,장윤정 라이브 콘서트 [군산]|2023-02-25,2023,2,25,2023,2,25
1056,임재범 전국투어 콘서트 [서울(앵콜)],대중음악,올림픽공원,15000,서울,임재범 전국투어 콘서트 [서울(앵콜)]|2023-02-11,2023,2,11,2023,2,12
1057,THE REGIME TOUR FINALE IN SEOUL,대중음악,올림픽공원,5003,서울,THE REGIME TOUR FINALE IN SEOUL|2023-02-04,2023,2,4,2023,2,5
1058,CRUSH ON YOU TOUR: CRUSH HOUR [서울(앵콜)],대중음악,올림픽공원,15000,서울,CRUSH ON YOU TOUR: CRUSH HOUR [서울(앵콜)]|2023-01-28,2023,1,28,2023,1,28
1059,DKZ FAN-CON: Welcome to DTU,대중음악,올림픽공원,5003,서울,DKZ FAN-CON: Welcome to DTU|2023-01-14,2023,1,14,2023,1,15
1060,쇼미더머니11 콘서트 [인천],대중음악,송도컨벤시아,5000,인천,쇼미더머니11 콘서트 [인천]|2023-02-12,2023,2,12,2023,2,12
1061,윤하 콘서트: c/2022YH[광주],대중음악,광주여자대학교,8337,광주,윤하 콘서트: c/2022YH[광주]|2023-02-05,2023,2,5,2023,2,5
1062,윤하 콘서트: c/2022YH [부산],대중음악,벡스코 (BEXCO),4002,부산,윤하 콘서트: c/2022YH [부산]|2023-02-18,2023,2,18,2023,2,18
1063,멜로망스 전국투어 콘서트: Festival [인천],대중음악,삼산월드체육관,7140,인천,멜로망스 전국투어 콘서트: Festival [인천]|2023-02-18,2023,2,18,2023,2,18
1064,포레스텔라 콘서트: The Royal [부산],서양음악(클래식),벡스코 (BEXCO),4002,부산,포레스텔라 콘서트: The Royal [부산]|2023-01-14,2023,1,14,2023,1,15
1065,"어썸스테이지, LUCY [부산]",대중음악,벡스코 (BEXCO),4002,부산,"어썸스테이지, LUCY [부산]|2023-01-08",2023,1,8,2023,1,8
1066,포레스텔라 콘서트: The Royal [서울],서양음악(클래식),올림픽공원,5003,서울,포레스텔라 콘서트: The Royal [서울]|2023-01-07,2023,1,7,2023,1,8
1067,"어썸스테이지, 하현상 & LUCY [부산]",대중음악,벡스코 (BEXCO),4002,부산,"어썸스테이지, 하현상 & LUCY [부산]|2023-01-07",2023,1,7,2023,1,7
1068,장민호 단독 콘서트: 호시절 (好時節) [인천],대중음악,송도컨벤시아,5000,인천,장민호 단독 콘서트: 호시절 (好時節) [인천]|2023-01-28,2023,1,28,2023,1,29
1069,마이클볼튼 내한공연 (Michael Bolton Live in Seoul),대중음악,고척스카이돔,16744,서울,마이클볼튼 내한공연 (Michael Bolton Live in Seoul)|2023-01-14,2023,1,14,2023,1,15
1070,브라이언 아담스 내한공연（Bryan Adams Live in Seoul）,대중음악,올림픽공원,5003,서울,브라이언 아담스 내한공연（Bryan Adams Live in Seoul）|2023-03-02,2023,3,2,2023,3,2
1071,엠씨더맥스 이수 콘서트: 겨울나기 [인천],대중음악,송도컨벤시아,5000,인천,엠씨더맥스 이수 콘서트: 겨울나기 [인천]|2023-02-04,2023,2,4,2023,2,4
1072,엠씨더맥스 이수 콘서트: 겨울나기 [대구],대중음악,엑스코(exco),12000,대구,엠씨더맥스 이수 콘서트: 겨울나기 [대구]|2023-01-14,2023,1,14,2023,1,14
1073,해리 스타일스 첫 내한공연 (HARRY STYLES LOVE ON TOUR Live in Seoul),대중음악,올림픽공원,15000,서울,해리 스타일스 첫 내한공연 (HARRY STYLES LOVE ON TOUR Live in Seoul)|2023-03-20,2023,3,20,2023,3,20
1074,장윤정 라이브 콘서트 [부산],대중음악,벡스코 (BEXCO),4002,부산,장윤정 라이브 콘서트 [부산]|2023-02-11,2023,2,11,2023,2,11
1075,코난 그레이 첫 단독 내한공연: Conan Gray Live in Seoul,대중음악,올림픽공원,15000,서울,코난 그레이 첫 단독 내한공연: Conan Gray Live in Seoul|2023-02-28,2023,2,28,2023,2,28
1076,임재범 전국투어 콘서트: 집으로 돌아가는 길… [수원],대중음악,수원컨벤션센터,7000,경기,임재범 전국투어 콘서트: 집으로 돌아가는 길… [수원]|2023-01-14,2023,1,14,2023,1,14
1077,에일리 전국투어 콘서트: 한 걸음 더 [인천],대중음악,송도컨벤시아,5000,인천,에일리 전국투어 콘서트: 한 걸음 더 [인천]|2023-01-07,2023,1,7,2023,1,7
1078,펩시 페스타,대중음악,잠실학생체육관,5400,서울,펩시 페스타|2024-09-22,2024,9,22,2024,9,22
1079,"BOF 부산원아시아페스티벌, BOF Big CONCERT",대중음악,부산아시아드 경기장,53769,부산,"BOF 부산원아시아페스티벌, BOF Big CONCERT|2024-06-08",2024,6,8,2024,6,8
1080,K-WORLD DREAM AWARDS,대중음악,잠실종합운동장,11032,서울,K-WORLD DREAM AWARDS|2024-08-22,2024,8,22,2024,8,22
1081,SHARING & TOGETHER CONCERT,대중음악,올림픽공원,5003,서울,SHARING & TOGETHER CONCERT|2024-01-13,2024,1,13,2024,1,13
1082,SBS Gayo Daejeon,대중음악,인스파이어,14483,인천,SBS Gayo Daejeon|2024-12-25,2024,12,25,2024,12,25
1083,어게인 투란도트: 12월의 투란도트 (12.31),서양음악(클래식),코엑스,7000,서울,어게인 투란도트: 12월의 투란도트 (12.31)|2024-12-31,2024,12,31,2024,12,31
1084,"LEE SEUNG YOON CONCERT, YEOK SEONG: 끝을 거슬러",대중음악,올림픽공원,5003,서울,"LEE SEUNG YOON CONCERT, YEOK SEONG: 끝을 거슬러|2024-12-27",2024,12,27,2024,12,29
1085,이무진 전국투어 콘서트: 별책부록 [수원],대중음악,수원컨벤션센터,7000,경기,이무진 전국투어 콘서트: 별책부록 [수원]|2024-12-21,2024,12,21,2024,12,22
1086,Someday Christmas [여수],대중음악,진남운동장(진남실내체육관),4197,전남,Someday Christmas [여수]|2024-12-21,2024,12,21,2024,12,22
1087,스테이지 파이터 GALA SHOW: THE ORIGINALS [인천],무용(서양/한국무용),송도컨벤시아,5000,인천,스테이지 파이터 GALA SHOW: THE ORIGINALS [인천]|2024-12-25,2024,12,25,2024,12,25
1088,크리스마스 칸타타 [부산],서양음악(클래식),벡스코 (BEXCO),4002,부산,크리스마스 칸타타 [부산]|2024-12-13,2024,12,13,2024,12,15
1089,스테이지 파이터 GALA SHOW: THE ORIGINALS [서울],무용(서양/한국무용),잠실종합운동장,11032,서울,스테이지 파이터 GALA SHOW: THE ORIGINALS [서울]|2024-12-28,2024,12,28,2024,12,29
1090,BTOB CONCERT: BE ALRIGHT,대중음악,잠실학생체육관,5400,서울,BTOB CONCERT: BE ALRIGHT|2024-12-27,2024,12,27,2024,12,29
1091,포레스텔라: THE ILLUSIONIST [서울 (앵콜) ],대중음악,경희대학교 평화의전당,4500,서울,포레스텔라: THE ILLUSIONIST [서울 (앵콜) ]|2024-12-28,2024,12,28,2024,12,29
1092,장구의 신 박서진 Show [대구],대중음악,엑스코(exco),4000,대구,장구의 신 박서진 Show [대구]|2024-12-14,2024,12,14,2024,12,15
1093,Someday Christmas [부산],대중음악,벡스코 (BEXCO),18000,부산,Someday Christmas [부산]|2024-12-25,2024,12,25,2024,12,25
1094,"임영웅 리사이틀, RE: CITAL",대중음악,고척스카이돔,16744,서울,"임영웅 리사이틀, RE: CITAL|2024-12-27",2024,12,27,2025,1,4
1095,DAY6 Special Concert: The Present,대중음악,고척스카이돔,16744,서울,DAY6 Special Concert: The Present|2024-12-20,2024,12,20,2024,12,21
1096,"아야츠노 유니 1st solo concert, Christmas On The Merry Go Round",대중음악,고려대학교 화정체육관,8057,서울,"아야츠노 유니 1st solo concert, Christmas On The Merry Go Round|2024-12-21",2024,12,21,2024,12,21
1097,변진섭 전국투어 콘서트: 변천사 [인천],대중음악,송도컨벤시아,5000,인천,변진섭 전국투어 콘서트: 변천사 [인천]|2024-12-22,2024,12,22,2024,12,22
1098,크림슨 마스터즈 콘서트 Part Ⅱ,대중음악,고려대학교 화정체육관,8057,서울,크림슨 마스터즈 콘서트 Part Ⅱ|2024-12-07,2024,12,7,2024,12,7
1099,심수봉 전국투어 콘서트: 꽃길 [인천],대중음악,송도컨벤시아,5000,인천,심수봉 전국투어 콘서트: 꽃길 [인천]|2024-12-21,2024,12,21,2024,12,21
1100,윤하 연말 콘서트: GROWTH THEORY [부산],대중음악,벡스코 (BEXCO),18000,부산,윤하 연말 콘서트: GROWTH THEORY [부산]|2024-12-25,2024,12,25,2024,12,25
1101,자우림 단독 콘서트: MIDNIGHT EXPRESS [서울],대중음악,장충체육관,4507,서울,자우림 단독 콘서트: MIDNIGHT EXPRESS [서울]|2024-12-27,2024,12,27,2024,12,29
1102,KM차트 유니버셜 슈퍼스타 어워즈 (Universal Superstar Awards),대중음악,경희대학교 평화의전당,4500,서울,KM차트 유니버셜 슈퍼스타 어워즈 (Universal Superstar Awards)|2024-03-27,2024,3,27,2024,3,27
1103,WONDERLAND FESTIVAL,대중음악,경희대학교 평화의전당,4500,서울,WONDERLAND FESTIVAL|2024-12-15,2024,12,15,2024,12,16
1104,CRUSH CONCERT: CRUSH HOUR : O,대중음악,올림픽공원,15000,서울,CRUSH CONCERT: CRUSH HOUR : O|2024-12-20,2024,12,20,2024,12,22
1105,윤하 연말 콘서트: GROWTH THEORY [대구],대중음악,엑스코(exco),12000,대구,윤하 연말 콘서트: GROWTH THEORY [대구]|2024-12-14,2024,12,14,2024,12,14
1106,임한별의 별 (別) 연말 콘서트: 크리스마스타 (A Christmas' Star) [부산],대중음악,벡스코 (BEXCO),4002,부산,임한별의 별 (別) 연말 콘서트: 크리스마스타 (A Christmas' Star) [부산]|2024-12-24,2024,12,24,2024,12,25
1107,MMA (멜론뮤직어워드),대중음악,인스파이어,14483,인천,MMA (멜론뮤직어워드)|2024-11-30,2024,11,30,2024,11,30
1108,"20집 발매 기념, 조용필 & 위대한탄생 Concert [부산]",대중음악,벡스코 (BEXCO),18000,부산,"20집 발매 기념, 조용필 & 위대한탄생 Concert [부산]|2024-12-28",2024,12,28,2024,12,28
1109,"볼빨간사춘기 단독 콘서트, Bloom",대중음악,장충체육관,4507,서울,"볼빨간사춘기 단독 콘서트, Bloom|2024-11-30",2024,11,30,2024,12,1
1110,김연우 크리스마스 콘서트: 오마이갓연우 [서울],대중음악,경희대학교 평화의전당,4500,서울,김연우 크리스마스 콘서트: 오마이갓연우 [서울]|2024-12-21,2024,12,21,2024,12,22
1111,코리아 그랜드 뮤직 어워즈 [인천],대중음악,인스파이어,14483,인천,코리아 그랜드 뮤직 어워즈 [인천]|2024-11-16,2024,11,16,2024,11,17
1112,CHRISTMAS IN NELL'S ROOM,대중음악,잠실학생체육관,5400,서울,CHRISTMAS IN NELL'S ROOM|2024-12-20,2024,12,20,2024,12,22
1113,영탁 단독 콘서트: TAK SHOW3 [안동],대중음악,안동실내체육관,6209,경북,영탁 단독 콘서트: TAK SHOW3 [안동]|2024-12-14,2024,12,14,2024,12,15
1114,권진아 연말 콘서트: This Winter,대중음악,올림픽공원,5003,서울,권진아 연말 콘서트: This Winter|2024-12-13,2024,12,13,2024,12,15
1115,INFINITE 15TH ANNIVERSARY CONCERT: LIMITED EDITION,대중음악,올림픽공원,15000,서울,INFINITE 15TH ANNIVERSARY CONCERT: LIMITED EDITION|2024-12-06,2024,12,6,2024,12,8
1116,이창섭 단독 콘서트: The Wayfarer [수원],대중음악,수원종합운동장,5145,경기,이창섭 단독 콘서트: The Wayfarer [수원]|2024-12-28,2024,12,28,2024,12,29
1117,성시경 연말 콘서트,대중음악,올림픽공원,15000,서울,성시경 연말 콘서트|2024-12-27,2024,12,27,2024,12,31
1118,BOYNEXTDOOR TOUR: KNOCK ON Vol.1 [인천],대중음악,인스파이어,14483,인천,BOYNEXTDOOR TOUR: KNOCK ON Vol.1 [인천]|2024-12-14,2024,12,14,2024,12,15
1119,슈퍼팝 재팬 (SUPERPOP JAPAN) [일본 오사카],대중음악,오사카 파나소닉 스타디움 스이타 (OSAKA PANASONIC STADIUM SUITA),40000,,슈퍼팝 재팬 (SUPERPOP JAPAN) [일본 오사카]|2024-11-09,2024,11,9,2024,11,10
1120,"20집 발매 기념, 조용필 & 위대한탄생 Concert [대구]",대중음악,엑스코(exco),12000,대구,"20집 발매 기념, 조용필 & 위대한탄생 Concert [대구]|2024-12-21",2024,12,21,2024,12,21
1121,"임한별의 별 연말 콘서트, 크리스마스타 (A Christmas' Star) [서울]",대중음악,장충체육관,4507,서울,"임한별의 별 연말 콘서트, 크리스마스타 (A Christmas' Star) [서울]|2024-12-14",2024,12,14,2024,12,15
1122,이창섭 단독 콘서트: The Wayfarer [광주],대중음악,광주여자대학교,8337,광주,이창섭 단독 콘서트: The Wayfarer [광주]|2024-12-07,2024,12,7,2024,12,8
1123,"어썸스테이지, N.Flying [부산]",대중음악,벡스코 (BEXCO),4002,부산,"어썸스테이지, N.Flying [부산]|2024-11-09",2024,11,9,2024,11,9
1124,"자선콘서트, 늦가을 이야기소리 [제주]",복합,제주종합경기장,5400,제주,"자선콘서트, 늦가을 이야기소리 [제주]|2024-11-20",2024,11,20,2024,11,20
1125,케이팝 월드 페스티벌 & 뮤직뱅크 [창원],대중음악,창원스포츠파크,27085,경남,케이팝 월드 페스티벌 & 뮤직뱅크 [창원]|2024-10-24,2024,10,24,2024,10,25
1126,나훈아 라스트 콘서트: 고마웠습니다 [부산],대중음악,벡스코 (BEXCO),18000,부산,나훈아 라스트 콘서트: 고마웠습니다 [부산]|2024-12-14,2024,12,14,2024,12,15
1127,"20집 발매 기념, 조용필 & 위대한탄생 Concert [서울]",대중음악,올림픽공원,15000,서울,"20집 발매 기념, 조용필 & 위대한탄생 Concert [서울]|2024-11-23",2024,11,23,2024,12,1
